start	end	text
271460	273480	en niet lang daarna
273480	276000	werden de kinderen van school gestuurd
276000	278940	want blanke kinderen hoeven toch niet te leren
278940	280720	nou
280720	282300	dus
282300	284640	ik kwam thuis
284640	286340	had niks te doen
286340	289000	of ik het erg vervelend vond
289000	290600	dat herinner ik me helemaal niet
290600	290640	maar ik had het wel goed gedaan
290640	290780	en ik had het wel goed gedaan
290800	294960	wat wel onder mijn indruk op mij maakte
294960	298200	blanke hoefde niet te leren
298200	300640	en toen heb ik pas
300640	303320	denk ik dat ik toen pas echt begrepen heb
303320	305000	dat leren op school
305000	306160	toch wel belangrijk was
306160	308420	ja mijn ouders hadden het vaak genoeg gezegd hoor
308420	310580	maar dat telt gewoon dan niet
310580	312000	maar ik denk ja
312000	314420	dus toen mijn moeder zei
314420	315840	je kunt les krijgen
315840	317680	Frans bij
317680	320240	lerares die
320240	320780	en ik dacht
320800	322800	en Engels bij leraar die
322800	323760	allemaal aan huis
323760	325120	dus
325120	326000	nou
326000	327420	was voor mij vanzelfsprekend
327420	327660	goed
327660	328580	ging direct naartoe
328580	331180	geen punt van protest
331180	332080	of wat dan ook
332080	332560	ja
332560	334900	dat ging vanzelf door
334900	337920	waren kleine schooltjes
337920	339340	nou was geen school
339340	341080	je ging bij de leraar naar thuis
341080	342160	kreeg je les
342160	343520	met z'n drieën
343520	343820	vier
343820	345720	je schiet wel op hoor
345720	347380	je moet je wel vergissen
347380	348840	in plaats van twintig leerlingen
348840	350360	die niet allemaal even
350360	352360	willig en ijverig zijn
352360	354360	krijg je daar ineens drie leerlingen
354360	357800	onder de indruk van de grote gebeurtenissen op de school
357800	359000	orde problemen
359000	360580	waren er niet
360580	362080	je deed precies
362080	363040	wat de juffrouw
363040	365040	of de meester zei
365040	366120	want dat
366120	369120	dat was gewoon vanzelfsprekend
369120	371680	ik herinner me voor de biologie lerares
371680	374240	die had op school was altijd een rommeltje
374240	376920	dan had ze de boel niet in orde enzovoort
376920	378360	en ze zat altijd te zoeken
378360	380320	oh ja waar is nou mijn enzovoort
380360	384120	en wat bleek thuis aan huis
384120	386480	ach zat een klein jongetje
386480	387660	van twee jaar
387660	388340	drie jaar
388340	390380	ja en die moest vaak nog
390380	392080	net even verschoond worden
392080	394620	de luiers lagen ergens op de grond
394620	395380	of op de stoel
395380	396040	dat weet ik niet meer
396040	397080	maar in ieder geval
397080	399360	als wij daar met z'n drieën of vieren
399360	400340	aankwamen
400340	403240	om daar om de eettafel te gaan zitten
403240	405640	moesten we eerst toch wel een beetje opruimen
405640	407520	rondom kleding
407520	409960	niet maar in de hoek van de kamer
409960	410340	en dan was het
410360	412160	de tafel een beetje schoon
412160	413480	en dergelijke
413480	414500	het was
414500	416900	precies zoals op school
416900	418300	een rommeltje
418300	420060	maar het was wel gezellig
420060	422400	want dat was natuurlijk heel wat anders
422400	423700	biologie
423700	425320	met een microscoop
425320	426780	en niet eentje
426780	428400	zat er twee geloof ik
428400	429620	dus met z'n vieren
429620	430880	kwamen we regelmatig
430880	431540	even jij
431540	432940	ja mag ik even kijken
432940	433240	ja
433240	435020	kijk als je dat ziet
435020	436060	moet je daar eens op letten
436060	437300	nou
437300	438680	toen heb ik voor het eerst
438680	440160	die kleine waterdiertjes gezien
440160	445160	ik heb gezien doorsneden van een van een bladstengel van zo'n
445160	446160	nee het was
446160	448660	het had mij veel indruk
448660	449620	en de hele
449620	451240	ja het boek
451240	452700	met z'n tekeningetjes
452700	453840	waar alles ook op staat
453840	455340	maar ja dat is toch anders
455340	457180	je hebt het nou zelf toch even
457180	458620	dan moet je gaan zitten zoeken
458620	459340	instellen
459340	461160	al die dingen die er omheen zitten
461160	461900	ja
461900	464140	nee ik geloof dat ik
464140	466280	ik heb er niets anders
466280	468160	dan prachtige herinneringen aan
468160	470060	maar ja voor mijn moeder
470060	472900	werd het wel steeds moeilijker en moeilijker
472900	475400	vader nog al
475400	477400	voor vier jaar
477400	478620	was die weg
478620	480580	en het geld
480580	482460	nou niet direct
482460	484540	maar begon toch wel op te raken
484540	487040	mijn vader had van tevoren gezegd
487040	489060	we halen de helft van het geld van onze
489060	490500	van ons geld van de bank
490500	492460	dan hebben we nog wat geld
492460	493900	als de oorlog voorbij is
493900	495440	want iedereen was zeker
495440	496720	die oorlog winnen wij
496720	498520	niemand heeft ooit
498520	499800	ik heb nooit iemand ontmoet
499800	500040	die niet heeft ontmoet
500060	501140	die gedacht heeft
501140	503320	Duitsland wint de oorlog
503320	505500	of Japan wint de oorlog
505500	506440	dat heeft niemand gedacht
506440	507000	geen moment
507000	508720	het is allemaal maar tijdelijk
508720	510520	wij winnen
510520	512460	Nederland zal herreizen
512460	514620	stond er op verschillende reclame dingen
514620	517260	en ja zo zo
517260	519880	dat was gewoon een zekerheid
519880	522080	het enige was wel
522080	523800	het duurde zo lang
523800	525920	het duurde zo lang
525920	527900	na enige tijd
527900	530040	raakte mijn moeder toch wel
530040	532040	een beetje overstuur
532040	534040	want ze had wel geld
534040	536040	maar ja
536040	538040	na twee, drie, vier maanden
538040	540040	ja
540040	542040	we hadden de bedienders al ontslagen
542040	544040	op eentje na
544040	546040	maar die ene die we ontslagen hadden
546040	548040	die jongens
548040	550040	komen zo nu dan toch nog wel eens even helpen
550040	552040	of mijn moeder heeft nog wat toegeschoven
552040	554040	dat weet ik niet
554040	556040	maar al heel gauw
556040	558040	was eigenlijk ook de wasvrouw, de baboe
558040	559120	was te veel, te duur
559120	561120	en toen een keer riep ze mij
561120	563120	toen zei ze nog
563120	565120	ik moet verder bezuinigen, ik moet nog meer bezuinigen
565120	567120	ik moet op jou ook bezuinigen
567120	569120	wat, op mij?
569120	571120	ja, ik
571120	573120	ik was toch in de groei
573120	575120	met, hoe oud was het?
575120	577120	vijftien jaar geloof ik
579120	581120	nee, ik was in de groei
581120	583120	en dan moet ik toch melk drinken
583120	585120	nou, vond ik melk helemaal niet zo erg lekker
585120	587120	om te drinken
587120	589120	en ik begreep er niks van waarom het zo duur is
589120	591120	dat het zo nodig was
591120	593120	ik zat notabene op java
593120	595120	en op java drinkt niemand melk
595120	597120	alleen de hollanders
597120	599120	dus voor mij, nou
599120	601120	dan mocht ze er rustig op gaan bezuinigen
601120	603120	maar voor mijn moeder was het
603120	605120	was gewoon te veel
605120	607120	dat kon ze niet hebben
607120	609120	tenminste dat is wat ik van later begrepen heb
609120	611120	ja, op zo'n moment
611120	613120	ja, dan voel je dat niet
613120	615120	bij als kind zijnde
615120	617120	ja, ik leefde in de tuin
617120	619120	ik moest zo weinig melk drinken
619120	621120	zo weinig mogelijk op straat
621120	623120	zo weinig mogelijk mezelf laten zien
623120	625120	ja
625120	627120	dus
627120	629120	dan
629120	631120	ja, dan ben ik in de tuin gaan graven
631120	633120	gut, gut, wat heb je in zo'n tropische tuin
633120	635120	een insecte
635120	637120	een rupsjessoort
637120	639120	dit soort
639120	641120	dat soort
641120	643120	het is gewoon
643120	645120	voor mij was het een openbaring
645120	647120	ik zag voor het eerst ook
647120	649120	een soort lekt een beetje op de rode bosmier
649120	651120	die maakt zijn nesten
651120	653120	van bladeren
653120	655120	dat doen ze zo
655120	657120	ze gaan op een blad zitten
657120	659120	aan de bovenkant
659120	661120	en op een blad daar vlak daar boven
661120	663120	aan de onderkant
663120	665120	en daar kwamen er een heleboel mieren
665120	667120	en die hingen
667120	669120	aan mekaar ook vast
669120	671120	die maakten daar zo'n sliert
671120	673120	mier, mier, mier
673120	675120	zo aan mekaar vast
675120	677120	en door het waaien van de wind
677120	679120	of zoiets, zo per ongeluk
679120	681120	bij dat andere blad aankwam
681120	683120	werd die onmiddellijk gegrepen
683120	685120	door de mieren die daar zaten
685120	687120	en die trokken hem dan naar beneden toe
687120	689120	het blad, of hun eigen blad
689120	691120	naar boven toe
691120	693120	en dan als het bladeren over mekaar heen liepen
693120	695120	werden ze keurig netjes overal vastgezet
695120	697120	hoe
697120	699120	dat herinner ik me niet meer
699120	701120	ja, maar ik
701120	703120	zal wel met een soort prikje zijn geweest
703120	705120	ja, en dan misschien
705120	707120	een spuugje of ik weet het niet
707120	709120	in ieder geval
709120	711120	dan werd er weer een nieuw blad gekocht, gezocht
711120	713120	nog een nieuw blad
713120	715120	en dan tenslotte ontstond er een soort
715120	717120	nou, iets kleiner dan een voetbal
717120	719120	ja
719120	721120	wel groter dan een
721120	723120	tennisbal, maar kleiner dan een
723120	725120	voetbal
725120	727120	en dan van bladeren, een heel blad
727120	729120	en dan binnenin
729120	731120	een koningin
731120	733120	en een nest
733120	735120	een afdeling met allemaal larfjes
735120	737120	en een afdeling met allemaal
737120	739120	poppen, dat die larfjes
739120	741120	al pop zijn geworden
741120	743120	en binnenkort uit zouden komen
743120	745120	ja, dat
745120	747120	normaal gesproken ga je
747120	749120	daar al voorbij, maar nu niet
749120	751120	in de tuin heb ik gegraven
751120	753120	ik heb mieren ontdekt die nooit van zijn leven
753120	755120	boven de grond komen
755120	757120	en je had vechtmieren
757120	759120	dat waren bruin rode mieren
759120	761120	en die hadden
761120	763120	twee soorten, ze hadden werksters
763120	765120	maar er waren ook soldaten
765120	767120	bij, die hadden een hele dikke
767120	769120	kop, waren een tikkeltje
769120	771120	groter dan de andere mieren
771120	773120	maar die dikke kop
773120	775120	met een paar flinke haken
775120	777120	en als ze elkaar
777120	779120	oorlog voeren
779120	781120	dan beetten ze elkaar vast
781120	783120	en als ze een
783120	785120	ander nest ontdekten
785120	787120	zonder soldaten, dan werden die nesten
787120	789120	gewoon, de mieren daarvan
789120	791120	beetgepakt door die soldaten
791120	793120	en die sleepten ze dan gewoon weg
793120	795120	en dan konden de eigen, de gewone
795120	797120	werksters, die konden dan dat
797120	799120	nest van dat andere
799120	801120	soort naar binnen kunnen dringen
801120	803120	en daar de poppen
803120	805120	en larven weghalen, doodbijten
805120	807120	en misschien ook voorraden
807120	809120	ja, weet ik veel
809120	811120	sap of honing of iets dergelijks
811120	813120	binnenslaan
813120	815120	ik ontdekte zelfs mieren
815120	817120	die nooit
817120	819120	in het dachtlicht komen
819120	821120	ik had dus een keertje zo'n gang
821120	823120	gegraven en dan helemaal
823120	825120	oh ja, ik had dat in een aquarium
825120	827120	zitten en daar had ik een
827120	829120	mierennest in gedaan
829120	831120	maar toen bleek dat er, ik had
831120	833120	twee soorten mieren
833120	835120	nou, dat begreep ik niet
835120	837120	en wat bleek het geval te zijn
837120	839120	je had één mier
839120	841120	nou, eigenlijk wat wij
841120	843120	hier standaard hebben, gewone zwarte
843120	845120	of bruine mieren
845120	847120	maar dan
847120	849120	was er een soort die was
849120	851120	tikkeltje kleiner
851120	853120	en als die hun
853120	855120	eigen gang hadden
855120	857120	tussen de gangetjes
857120	859120	in van de grote mieren
859120	861120	dan konden ze nooit achtervolgd worden
861120	863120	want die grote mieren
863120	865120	waren gewoon te groot
865120	867120	en die hadden heel geniepig
867120	869120	tussen de gangetjes door
869120	871120	hadden ze hun eigen gangetjes
871120	873120	en natuurlijk
873120	875120	ja, wel naar de plaatsen waar hun voedsel
875120	877120	zou kunnen liggen, bijvoorbeeld
877120	879120	in de
879120	881120	in de rupsenkamer, in de larven
881120	883120	ja
883120	885120	dan hadden ze daar een klein openingetje
885120	887120	en dan kwam er zo'n mier
887120	889120	heb ik wel eens gezien
889120	891120	en die zat daar te kijken en te loeren
891120	893120	en ineens schieten ze twee, drie
893120	895120	van die kleine miertjes
895120	897120	ze waren een beetje lichter van kleur
897120	899120	niet wit, maar wel grijzig
899120	901120	ze kwamen nooit in de zon weg natuurlijk
901120	903120	en dan pikten ze één of twee
903120	905120	van die
905120	907120	poppen weg of van die larven weg
907120	909120	en gauw gauw weer terug
909120	911120	en die beten ze dan dood en dat was dan
911120	913120	voedsel
913120	915120	dus die leefden als een soort geheime
915120	917120	stille roofdieren
917120	919120	tussen een nest in
919120	921120	van andere mieren
921120	923120	nou zo heb ik
923120	925120	toch wel vrij veel
925120	927120	van mieren
927120	929120	en insecten en zo
929120	931120	gezien, waar ik later van hoorde
931120	933120	of waar ik later over gelezen heb
935120	937120	maar ja
937120	939120	de zaken bleven niet hetzelfde
939120	941120	de berichten uit
941120	943120	Europa werden steeds somberder
943120	945120	Duitsland was dan bij
945120	947120	Egypte verslagen
947120	949120	vooral Rommel
949120	951120	dat was een held voor de Duitsers
951120	953120	en
953120	955120	die probeerde met mannenmacht
955120	957120	maar ja de Engelsen waren de
957120	959120	bazen op de Middellandse
959120	961120	zee, daar konden de Italianen met hun
961120	963120	grote schepen niet tegenop
963120	965120	de Engelsen kwamen gewoon vanuit het
965120	967120	Suezkanaal kwamen ze
967120	969120	de
969120	971120	Middellandse zee op en
971120	973120	de onderzeeboten precies eender
973120	975120	en alle bevoorradingen
975120	977120	van de Duitse troepen die ondertussen
977120	979120	bijna
979120	981120	in Egypte waren
981120	983120	bij Tobruk
983120	985120	waren ze omsingeld
985120	987120	ja bij Tobruk waren
987120	989120	de Engelsen omsingeld door de Duitsers
989120	991120	maar
991120	993120	ja dat werd
993120	995120	een soort
995120	997120	een stilstaande oorlog
997120	999120	nou ja schoot niet op natuurlijk
999120	1001120	wat de Duitsers naartoe wilden was
1001120	1003120	naar Arabië toe want daar hadden ze olie
1003120	1005120	en Duitsland
1005120	1007120	die heeft er bijna helemaal geen
1007120	1009120	klein beetje bij, daar bij Drenthe in de buurt
1009120	1011120	was er een beetje olie
1011120	1013120	die hadden ze ook in Duitsland een klein beetje
1013120	1015120	en verder in
1015120	1017120	Roemenië
1017120	1019120	nou helemaal de Donau af
1019120	1021120	nou ook niet naast de deuren
1021120	1023120	maar ja ze waren aan het winnen
1023120	1025120	ze hadden tot nog toe altijd gewonnen
1025120	1027120	dit waren de Italianen geweest
1027120	1029120	die dit geprobeerd hadden
1029120	1031120	die stomme Italianen maar
1031120	1033120	toen zijn ze begonnen met een nog veel grotere
1033120	1035120	stommiteit toen zijn zij begonnen
1035120	1037120	met een aanval op
1037120	1039120	Rusland
1039120	1041120	hoe wisten we dat allemaal
1041120	1043120	stond niet in de Maleinse kranten
1043120	1045120	die haalden we wel eens binnen als we buiten
1045120	1047120	het kamp waren
1047120	1049120	nee maar in het kamp
1049120	1051120	waar ik later
1051120	1053120	terecht kwam daar hadden ze
1053120	1055120	een radio ontvanger
1055120	1057120	in een bamboe
1057120	1059120	weet je wel die zijn hol
1059120	1061120	daar werden
1061120	1063120	appelbedden gemaakt
1063120	1065120	twee bedden onder elkaar
1065120	1067120	en in die bamboestijlen
1067120	1069120	had iemand aan de
1069120	1071120	helemaal onderaan
1071120	1073120	een soort deurtje gemaakt
1073120	1075120	en die kleppen weer uitgehaald
1075120	1077120	toen heeft hij van daaruit
1077120	1079120	heeft hij een radio
1079120	1081120	ingebouwd dat was toen nog
1081120	1083120	met lampen en dergelijke
1083120	1085120	het waren niet die kleine dingetjes die je tegenwoordig hebt
1085120	1087120	dat was er niet bij
1087120	1089120	nee dat waren gewoon flinke grote
1089120	1091120	het was een complete radio
1091120	1093120	eigenlijk een hele kast
1093120	1095120	en die borg je op in die brede
1095120	1097120	bamboestuk
1097120	1099120	dan dat plankje er tegenaan
1099120	1101120	en dan ja hoe ze dat
1101120	1103120	gedaan hebben ik heb het na de oorlog pas gezien
1103120	1105120	in de oorlog wisten we er niks van
1105120	1107120	maar na de oorlog heb ik het gezien
1107120	1109120	je kon het als het dicht was eigenlijk
1109120	1111120	ja je moest er heel speciaal op letten
1111120	1113120	en dan zag je dat daar een soort
1113120	1115120	klepje zat iets
1115120	1117120	rechthoekigs
1117120	1119120	en dan was er een antenne in de bamboe
1119120	1121120	naar boven toe tot
1121120	1123120	aan het dak toe
1123120	1125120	nou ja dat viel ook natuurlijk niet zo erg op
1125120	1127120	en zo kregen zij
1127120	1129120	in Indië
1129120	1131120	radioberichten uit Europa
1131120	1133120	uit Amerika uit Australië
1133120	1135120	en ik heb me wel vaak genoeg afgebracht
1135120	1137120	hoe weten ze al dat
1137120	1139120	nieuws beter
1139120	1141120	dan wat ze in Japanse
1141120	1143120	of Oranjese kranten lazen
1143120	1145120	maar ja we gingen natuurlijk niet
1145120	1147120	verder vragen dat kun je beter niet doen
1147120	1149120	in de oorlog tijd
1149120	1151120	maar zo waren er per
1151120	1153120	verrekening
1153120	1155120	zijn we toen zo de oorlog
1155120	1157120	binnengekomen
1157120	1159120	het begin was heel moeilijk
1159120	1161120	een heleboel
1161120	1163120	blanken hadden geen geld meer
1163120	1165120	en toen zeiden de Jappen
1165120	1167120	dan maken we daar een kamp voor een vrouwenkamp
1167120	1169120	ter bescherming
1169120	1171120	nou goed zal wel
1171120	1173120	er werd een woonwijk
1173120	1175120	waar de meeste blanken woonden
1175120	1177120	wat ze dan deden met de mensen die geen blank waren
1177120	1179120	en waar wel woonden dat weet ik niet
1179120	1181120	een enkele Chinees of een enkele dat
1181120	1183120	die zullen ze er wel uit gemieterd hebben
1183120	1185120	nou die hebben ze
1185120	1187120	afgerasterd
1187120	1189120	hek er omheen
1189120	1191120	en toen moest mijn moeder
1191120	1193120	met twee kinderen
1193120	1195120	mijn zusje en ik
1195120	1197120	daar naartoe gaan
1197120	1199120	ze had een kar gehuurd
1199120	1201120	met wat bubbeltjes
1201120	1203120	tafelstoelen bedden
1203120	1205120	en ze kwam in het huis
1205120	1207120	van iemand anders
1207120	1209120	daar zat al een familie
1209120	1211120	dus ze zaten al met zijn twee families
1211120	1213120	die eerste familie
1213120	1215120	die had de woonkamer
1215120	1217120	en de slaapkamer
1217120	1219120	de tweede familie
1219120	1221120	had nou ja zeg maar
1221120	1223120	de eetkamer
1223120	1225120	en een kamertje
1225120	1227120	de slaapkamer
1227120	1229120	ja toen was er voor ons eigenlijk geen plaats
1229120	1231120	ja volgens mijn moeder wel
1231120	1233120	want wat had die vrouw gedaan
1233120	1235120	die had al haar eigen meubels
1235120	1237120	o jeetje er komen allemaal vreemde mensen hier
1237120	1239120	die had haar eigen meubels
1239120	1241120	in een van die slaapkamertjes gezet
1241120	1243120	die ze verder niet gebruikte
1243120	1245120	maar ja
1245120	1247120	daar zat mijn moeder dus weer
1247120	1249120	dit soort pijnlijkheden
1249120	1251120	ruzies
1251120	1253120	ik weet niet precies hoe dat is opgelost
1253120	1255120	maar het ging niet best
1255120	1257120	ik heb later ook gehoord
1257120	1259120	dat mijn moeder een beroerde tijd
1259120	1261120	heeft gehad
1261120	1263120	want ze was toch een Duits he
1263120	1265120	een Duitsers
1265120	1267120	dat zijn landverraders
1267120	1269120	mijn vader was beschuldigd
1269120	1271120	van eventueel
1271120	1273120	van landverrader
1273120	1275120	dus maar ja ze had een Duits accent
1275120	1277120	ja dat kon je zo horen
1277120	1279120	dus dat wist je zo
1279120	1281120	precies heeft
1281120	1283120	mijn moeder nooit verteld
1283120	1285120	ze moet wel
1285120	1287120	wat ik heel flink vind hoor
1287120	1289120	midden in de oorlog hoor
1289120	1291120	ze kon zo
1291120	1293120	naar de Duitse ambassade lopen
1293120	1295120	want het was een bondgenoot van Japan hè
1295120	1297120	naar de Duitse ambassade
1297120	1299120	en er waren tamelijk veel Duitsers in Indië
1299120	1301120	maar zij was Hollandse geworden
1301120	1303120	door haar huwelijk
1303120	1305120	en omdat
1305120	1307120	mijn vader beschuldigd was
1307120	1309120	van
1309120	1311120	sympathie voor de vijand
1311120	1313120	ja
1313120	1315120	ja
1315120	1317120	kon ze toch niet
1317120	1319120	toch een beroep doen op
1319120	1321120	de Duitsers
1321120	1323120	dus ze heeft geen beroep er op gedaan
1323120	1325120	ze heeft geen poging gedaan
1325120	1327120	om als Duitse buiten het kamp te blijven
1327120	1329120	eh
1329120	1331120	ze is gewoon als Hollandse vrouw
1331120	1333120	de kamp ingegaan
1333120	1335120	moet wel heel flink zijn geweest
1335120	1337120	en als beloning
1337120	1339120	deden ze alleen maar lelijk tegen haar
1339120	1341120	tenminste
1341120	1343120	zo is het opgevat
1343120	1345120	ik kwam maar ook in die kamp
1345120	1347120	s'nachts moesten we daar wacht houden
1347120	1349120	want in de ogen van vele Javanen
1349120	1351120	waren wij dus
1351120	1353120	toch altijd nog
1353120	1355120	een rijk land met rijke mensen
1355120	1357120	met mooie dingen
1357120	1359120	lampen en weet ik wat allemaal
1359120	1361120	ja
1361120	1363120	dus er was vrij veel diefstal
1363120	1365120	en brutale diefstal
1365120	1367120	want er was geen politie
1367120	1369120	dus ik moest met m'n
1369120	1371120	15 of 16 jaar
1371120	1373120	gaan wachtlopen samen met
1373120	1375120	een paar anderen
1375120	1377120	een beetje grotere kerels
1377120	1379120	en dan zorgen om de
1379120	1381120	zaak een beetje in de gaten
1381120	1383120	te houden en als er wat was
1383120	1385120	dan moesten we alarm slaan
1385120	1387120	en dan kwam de Japanse politie
1387120	1389120	daar bij hopten we
1389120	1391120	ja
1391120	1393120	ik herinner me eens een keertje
1393120	1395120	dat we ergens iets
1395120	1397120	verdachts hadden gezien
1397120	1399120	en toen hebben we daar gekeken bij dat huis
1399120	1401120	en daar zagen we niks
1401120	1403120	en de volgende dag
1403120	1405120	blijkt er toch iemand
1405120	1407120	daar gezeten te hebben
1407120	1409120	en die was zo bang
1409120	1411120	die had in z'n broek gedaan
1411120	1413120	althans die broek had die niet aan
1413120	1415120	dus hij heeft het gewoon op het platje gedaan
1415120	1417120	ja
1417120	1419120	ik had er niks van
1419120	1421120	want al gauw kwam m'n bericht
1421120	1423120	alle jongens van 15, 16 jaar
1423120	1425120	moeten naar een mannenkamp
1425120	1427120	waarom?
1427120	1429120	ja
1429120	1431120	die zijn gevaarlijk
1431120	1433120	een klein beetje gelijk hadden de Jappen wel
1433120	1435120	want ik had natuurlijk toch wel plannen gehad hoor
1435120	1437120	om ook iets in het verzet te doen
1437120	1439120	tegen de Jappen
1439120	1441120	maar er is nooit iets van gekomen hoor
1441120	1443120	ik hoop dat ik wat papiertjes heb gemaakt
1443120	1445120	van Nederland zal herijzen
1445120	1447120	of zoiets
1447120	1449120	dat is wel gauw
1449120	1451120	dat is heel gek
1451120	1453120	als ze dat vinden
1453120	1455120	ze kunnen aan de schrijfmachine
1455120	1457120	aan de gaatjes zien
1457120	1459120	dat er één gaatje niet goed is
1459120	1461120	en dan moeten ze fout in die schrijfmachine
1461120	1463120	dan konden ze zo zien
1463120	1465120	oh ja dat moet op deze schrijfmachine zijn gemaakt
1465120	1467120	zo slim was ik dan ook nog wel
1467120	1469120	dus daar is verder niks van gekomen
1469120	1471120	maar ik werd naar een
1471120	1473120	een mannenkamp gebracht
1473120	1475120	ja
1475120	1477120	in de gevangenis
1477120	1479120	gewoon in de gevangenis
1479120	1481120	in de plaatselijke gevangenis
1481120	1483120	waar ook Javanen zaten
1483120	1485120	en Indische mensen
1485120	1487120	maar vooral veel Javanen zaten
1487120	1489120	ik weet wel dat daar
1489120	1491120	nog een speciaal hek
1491120	1493120	tussen ons inkwam de Javanen en ons
1493120	1495120	maar we kregen hetzelfde beroerde eten
1495120	1497120	wat zij kregen
1497120	1499120	en we moesten op allerlei karweiën doen
1499120	1501120	één van de dingen was natuurlijk
1501120	1503120	dat voor zestig mensen
1503120	1505120	zeventig mensen
1505120	1507120	er waren toiletten te weinig
1507120	1509120	en toen hebben ze er twee
1509120	1511120	of één of twee toiletten is er bij gegraven
1511120	1513120	Tohuy onder andere
1513120	1515120	was daar de directeur
1515120	1517120	van de Nederlandse spoorwegen
1517120	1519120	en die heb ik
1519120	1521120	in zijn onderbroekje
1521120	1523120	met blote voeten
1523120	1525120	zien graven in de tuin
1525120	1527120	om er een put te maken
1527120	1529120	een toiletput
1529120	1531120	met een plank erboven
1531120	1533120	en dan voor een afvoer was er gezorgd
1533120	1535120	voor een deel nog overdekt
1535120	1537120	ook nog, ze hadden ergens nog een stuk
1537120	1539120	in hun huis gevonden
1539120	1541120	en als je die er overheen zette
1541120	1543120	dan was de zaak nog overdekt
1543120	1545120	en dat moest zo naar een strompje gaan
1545120	1547120	een beekje
