start	end	text
779020	780020	Ja.
780020	782020	En van één persoon weet ik in ieder geval.
782020	783020	Die was bij mij.
783020	784020	In ieder geval.
784020	786020	Die was met een Engelse vrouw.
786020	789020	Die vond het toch leuker om in Singapore te wonen.
789020	796020	Dat haar man elke week naar Sumatra ging.
796020	798020	Naar de plantage.
798020	802020	En dat ze daar ergens in Palembang op Sumatra stond.
802020	810020	En daar moest hij vaak ook een één of twee uur gaan lopen.
810020	812020	Om bij zijn plantage te komen.
812020	817020	Dus zo waren er meer mensen.
817020	819020	Het liep een beetje door elkaar heen.
819020	820020	Ja.
820020	822020	Nou en ja.
822020	823020	Singapore.
823020	824020	Singapore.
824020	825020	Ja.
825020	826020	Het was een eiland.
826020	829020	Ergens was er een brugverbinding.
829020	830020	Met het vasteland.
830020	832020	Dat herinner ik me ook nog wel.
832020	833020	Vaag hoor.
833020	835020	Heel, heel vaag.
835020	838020	Want ik geloof niet dat ik er ooit overheen ben.
838020	840020	En dan was er natuurlijk een heerlijk strand.
840020	841020	Ja.
841020	844020	En regen was natuurlijk ook altijd geweldig.
844020	846020	Gewoon warm water.
846020	848020	Dus dan mocht je je kleren uit doen.
848020	850020	Dan mocht je in je onderbroekje buiten gaan lopen.
850020	851020	Ja.
851020	852020	Het was gewoon warm water.
852020	853020	Heerlijk.
853020	858020	Nee, ik heb een mooie, mooie jonge tijd gehad, geloof ik.
858020	860020	Nou, dat geloof ik niet.
860020	862020	Het is zo geworden.
862020	864020	En toen zijn we pas...
864020	869020	Toen moet het geweest zijn dat we naar Holland gingen.
869020	870020	Holland.
870020	876020	Want daar herinner ik me van de vertrek, herinner ik me eigenlijk weinig.
876020	878020	Of woonden we toen alweer in Batavia?
878020	880020	Ik weet het niet.
880020	886020	Dat was dus de periode voor Singapore.
886020	888020	Nou kom ik weer...
888020	890020	Ja, zullen we even doorgaan?
890020	892020	Oké.
892020	895020	Nou kom ik weer terug op Holland.
895020	898020	Toen zouden we terug gaan naar Indië.
898020	901020	Maar ik had iets bijzonders geleerd.
901020	902020	Van opa.
902020	904020	Opa Dentoom.
904020	907020	Maken van een vlieger.
907020	909020	Maar dan een hele mooie.
909020	911020	Hele grote.
911020	913020	En je moest echt hard lopen.
913020	918020	Als er weinig wind was, moest je hard lopen om hem in de lucht te krijgen.
918020	921020	En die vlieger werd versierd.
921020	923020	Daar kwam een gezichtje op.
923020	926020	Of wat dan ook, weet ik veel.
926020	929020	En een prachtige lange staart.
929020	934020	Met kleine stukjes gekleurd papier eraan.
934020	937020	Nou daar was ik trots op.
937020	939020	Dat ik dat kon maken.
939020	945020	In Holland hebben we daar een of twee, twee of drie van die vliegers zitten maken.
945020	947020	Ja, ze zijn wel kwetsbaar.
947020	951020	Eentje kwam ook ergens op een weiland terecht.
951020	955020	Maar over de weg heen werd door een auto een klein eentje door de auto gesleept.
955020	957020	Weg.
957020	959020	En toen een Indië.
959020	961020	En daar weet ik wel van.
961020	963020	Toen moet ik dus een jaar of...
963020	966020	Ik moet toen al een jaar of zeven of acht geweest zijn.
966020	968020	Dan kwam ik...
968020	971020	In Makassar kwamen we te wonen.
971020	974020	En een van de eerste zag ik daar een groot veld.
974020	977020	En daar waren allemaal mensen mee aan het vliegeren.
977020	982020	Maar allemaal van die gewone kleine vliegers.
982020	984020	Nou, daar wist ik wel wat beters om.
984020	987020	Dus huis, vliegerpapier gekocht.
987020	991020	Hele dunne bamboe stukjes.
991020	996020	Hout voor het roosten voor het raamwerk.
996020	999020	Nou, dat ding hebben we in elkaar gekregen.
999020	1002020	Heb ik een gekleurde vlieger gemaakt.
1002020	1005020	Met een hele lange prachtige staart.
1005020	1011020	Met allemaal van die kleine papiertjes aan vastgeknopt.
1011020	1013020	Nou, ik was er trots op.
1013020	1016020	En bovendien, in Indië waait het.
1016020	1020020	Als het waait, veel harder dan in Holland.
1020020	1023020	Dus op het goede moment kreeg je zo'n...
1023020	1027020	Dus ik had mijn prachtige vlieger.
1027020	1030020	Ging ik naar het plein toe, vlak bij ons huis.
1030020	1033020	En we gingen op de goede plek staan.
1033020	1035020	En ik liet hem naar boven gaan.
1035020	1037020	En ik holde.
1037020	1039020	En daar ging die vlieger naar boven.
1039020	1041020	Met die lange lange staart eraan.
1041020	1042020	Maar...
1042020	1045020	Maar, oh jee, wist ik dat.
1045020	1047020	Die kenden ze daar niet.
1047020	1050020	Wat zij hebben, dat waren vechtvliegers.
1050020	1055020	Dat waar het draad was ingesmeerd met lijm.
1055020	1058020	En dan door glasvezels.
1058020	1061020	Die moest je gewoon kapot slaan.
1061020	1063020	Tot een soort poeder.
1063020	1066020	En daar haalde je dan die draad er doorheen.
1066020	1070020	En dan probeerde je, als je in de lucht was...
1070020	1072020	Bij een andere vlieger te komen.
1072020	1073020	En dan was het...
1073020	1075020	De winnaar was bijna altijd degene...
1075020	1079020	Die met zijn vlieger rondom die andere was gekomen.
1079020	1081020	Want die kon heen en weer trekken.
1081020	1086020	En al schurend, met die glaspenteltjes erin...
1086020	1091020	Hoopte je dat die andere vlieger het eerste kapot was.
1091020	1092020	Dat lukte vaak.
1092020	1093020	Niet altijd.
1093020	1095020	Soms ging je zelf het eerste kapot.
1095020	1099020	Dus, wat zag ik gebeuren?
1099020	1101020	Ik zie het nog gewoon voor mijn ogen.
1101020	1103020	Die prachtige vlieger.
1103020	1105020	Ineens kwamen er allemaal...
1105020	1109020	Wel vier, vijf, zes, acht, negen andere vliegers aan.
1109020	1114020	En die gingen allemaal ronddollen om mijn vlieger heen.
1114020	1115020	En...
1115020	1119020	Nou, ik geloof dat die nog geen halve minuut in de lucht is geweest.
1119020	1121020	En hij zakte naar beneden.
1121020	1124020	Zoep, zoep, zoep, zoep.
1124020	1126020	Tot hij in de boom terecht kwam.
1126020	1128020	En daar heeft hij nog dagenlang gehangen.
1128020	1131020	Want ik had de moed niet om hem eruit te halen.
1131020	1134020	Ja, later heb ik geleerd.
1134020	1136020	Je moet je aanpassen.
1136020	1138020	Ook vechtvliegers maken.
1138020	1140020	En dan hele speciale.
1140020	1143020	Had onze tuinjongen meegeleerd.
1143020	1145020	Nee, dat moet je zo doen.
1145020	1148020	Kijk, als je dan zo'n vlieger hebt...
1148020	1154020	Dan moet je dat draad een beetje draaien.
1154020	1155020	Een beetje tegendraad.
1155020	1156020	Dan komt er een opening in.
1156020	1157020	En daar stop je.
1157020	1163020	En daar stop je een glas splintertje in.
1163020	1165020	Nou, zo'n splintertje.
1165020	1167020	En dan weer terugdraaien.
1167020	1168020	En dan eindje verder nog eentje.
1168020	1169020	En eindje verder nog eentje.
1169020	1170020	En nog eentje.
1170020	1172020	En nog, ik weet niet hoeveel.
1172020	1174020	Nou, wij gingen...
1174020	1176020	Ik ging dat plein weer op.
1176020	1178020	Liep mijn vlieger naar boven.
1178020	1180020	Nou, er kwam iemand anders.
1180020	1183020	Nou, zoep, even eromheen.
1183020	1185020	Weg was die vlieger, die andere.
1185020	1187020	Nou, dat was geweldig.
1187020	1189020	Ik was trots.
1189020	1191020	En dan die tuinjongen.
1191020	1194020	Dat lukte zo goed.
1194020	1196020	Het heeft wel de halve dag geduurd...
1196020	1199020	Voordat iemand mijn vlieger kapot kreeg.
1199020	1203020	Nou ja, dat hoort bij het risico van het spel.
1203020	1206020	Je probeert je vlieger te redden.
1206020	1209020	En dan kon je van het geraamte weer een nieuwe vlieger maken.
1209020	1211020	Maar het was wel...
1211020	1214020	Dat eerste begin, dat was verschrikkelijk.
1214020	1218020	Je zit daar tijden te krippen en te plakken...
1218020	1220020	En te doen en te...
1220020	1222020	En dan ineens...
1222020	1225020	Nou, als hij twintig seconden in de lucht is geweest...
1225020	1227020	Dan is het echt veel...
1227020	1229020	Weg was hij.
1229020	1230020	Makassar.
1230020	1233020	Ja, Makassar is een hele...
1233020	1235020	Echt...
1235020	1237020	Makassar is een...
1237020	1239020	Makassaren...
1239020	1240020	Een Maleis volk.
1240020	1243020	Ze spreken, nou ja, Maleis.
1243020	1246020	Een beetje andere klemtoon of zo.
1246020	1248020	In het begin kon ik ze wat moeilijk verstaan.
1248020	1251020	Maar al gauw ging dat vlug genoeg.
1251020	1255020	Ze zijn vrij kort aangebonden.
1255020	1257020	Helemaal niet die Javanen bijvoorbeeld.
1257020	1259020	Het zijn hele beleefde mensen.
1259020	1260020	Ja.
1260020	1263020	En zeker tegen blankere wieven weet ik niet hoor.
1263020	1266020	Ik denk tegen hun eigen meerdere ook.
1266020	1270020	Maar dit was gewoon een beetje vrijgevochten.
1270020	1272020	Mijn vader zei ook altijd...
1272020	1274020	Als ze matrozen hadden aan boord...
1274020	1277020	Hadden ze liever Makassaren en Boeginesen.
1277020	1279020	Twee verwante volken.
1279020	1281020	Als matroos.
1281020	1284020	Dan Javanen of Maleiërs of wat dan ook.
1284020	1286020	De Maleiërs dat waren bijna allemaal kooplieden.
1286020	1289020	Daar moet je geen zeemannen...
1289020	1291020	Geen zeelieden onder verstaan.
1291020	1292020	Ja.
1292020	1295020	Maar de Makassaren...
1295020	1298020	Die ik dus wel ken.
1298020	1300020	Of de Boeginesen.
1300020	1301020	Ook op z'n levens.
1301020	1304020	Dat was meer het zeevaders volk.
1304020	1306020	Die handelden wel.
1306020	1310020	Maar die voeren met hun zeilboten.
1310020	1313020	Kleiner dan de Hollandse zeilboten.
1313020	1316020	Voeren ze mee naar Singapore.
1316020	1319020	En van Singapore verspreiden ze zich weer...
1319020	1321020	Met allerlei goederen over Java.
1321020	1323020	Enzovoort, enzovoort.
1323020	1327020	Dat is de episode geweest met...
1327020	1330020	In Makassar.
1330020	1332020	Heb ik daar nog herinneringen...
1332020	1334020	Specifieke herinneringen aan?
1334020	1335020	Nee.
1335020	1336020	Niet.
1336020	1338020	Niet bepaald.
1338020	1339020	Ja?
1339020	1340020	Stop.
1342020	1344020	Daar heb ik droge keel van.
