start	end	text
201900	212360	in die tijd was mijn vader in die tijd was mijn vader lang lange weg hij moest helemaal
212360	219340	selebes rondvaren met zijn boot en kwam dan terug en dan was hij nog hij was eerste stuurman en het
219340	224260	drukste moment voor een eerste stuurman was altijd in de haven wat moet er geladen en gelost worden
225120	228420	Dan moet daar leiding gegeven worden, niet te veel hier en niet te veel daar.
228820	230240	En hé, waarom is dat nog niet weg?
230800	232220	Ja, allemaal dit soort dingen.
233060	238560	Dus als die dan, de boot zou dan, laten we zeggen, donderdag binnenkomen.
239300	241280	Maar ja, dan waren ze wel eens wat later.
241820	242720	En dan werd dat vrijdag.
243180	245400	Dan moest hij de hele zaterdag door blijven werken.
246080	249200	En ja, ze moesten toch maandag weer weg zijn.
249560	250980	Maar dan moesten we wel weer klaar zijn.
250980	257300	Dus dan werd er ook op de zondag nog een klein stukje gewerkt om het schip weer te laden voor de volgende reis.
258160	267120	Dus het betekende wel dat ik erg veel met mijn moeder en mijn zuster zat en mijn vriendjes enzovoort.
267800	272200	En dat schijnt niet altijd even goed gegaan zijn, maar ik zou niet weten wat of hoe hoor.
272840	277020	Maar in ieder geval, mijn moeder was nogal ontevreden over me.
277820	279160	Over mijn gedrag dan, hè.
279740	280260	Nou.
280980	283000	En dat hebben we dus gedaan.
283360	285360	En toen, o ja, mijn vader maakte promotie.
286160	288280	Hij werd kapitein op een schip.
289860	292320	Maar ergens anders, van Batavia.
292780	294500	Van Batavia naar Borneo.
295320	298440	Het was een veel betere voor het gezin.
299060	300220	Die reis was kort.
301000	303700	Je kon dat elke week om je vast te prikken.
303960	306120	Laten we zeggen, maandag gingen ze weg.
306740	310720	En dan dinsdag, woensdag kwamen ze aan.
310980	312980	Op Pontianak, op Borneo is dat.
313560	314940	En dan terug.
315400	319760	En dan kwam je nog net op donderdag, vrijdag of zoiets aan.
320180	325260	En dan kon er nog hard gewerkt worden met lossen en laden.
325600	331680	Vooral het lossen was erg veel werk, want het was allemaal copra en andere bosproducten.
332340	336220	En het laden, klaarladen voor de volgende reis.
336740	340900	Ja, dat waren meer toch de Europese dingen, de luxe dingen.
341300	344260	Ja, maar ik weet echt niet meer wat hoor.
344360	346560	Dat ben ik vergeten.
347040	349980	Een paar varkens bijvoorbeeld, want die had je in die Momedaanse landen niet.
350600	352240	Ja, mocht je een paar varkens meenemen.
352840	356600	En dan was er altijd wel ergens een slager die het wel mocht slachten.
357740	362340	Een, twee of drie keer, ik weet het niet meer, mocht ik mee varen in de vakantie.
362780	367780	Mocht ik mee met mijn vader kapitein op het schip.
368580	370640	Ik was dus een heel belangrijk iets.
370980	372360	Tussen de matrozen in.
373140	375060	Ik mocht ook wel eens een keer in de mast klimmen.
375620	379480	Onder vreselijke voorzichtige matroos achter me aan.
379560	380960	Ik vond het helemaal niet zo leuk hoor.
381520	382540	Al die voorzichtigheid.
382680	384820	Ik had het liever gewoon naar boven geklommen.
385000	386240	Hup, stap, stap, stap, stap, stap.
386660	387400	Ja, nee hoor.
388080	388480	Voorzichtig.
389000	389400	Voorzichtig.
389460	390820	Hé, hé, hé, eerst vasthouden.
391400	392320	Nou, enzovoort.
393200	394960	Nou, dat heb ik nog meegemaakt.
395400	398980	De Capua zelf, dat is de rivier waar Pontianak aan ligt.
399640	400080	Goh.
400080	405920	Als je in Nederland, de Rijn, is daar een slootje bij vergeleken.
406660	407100	Breed.
407540	408720	Je kunt de overkant zien.
408880	409700	Nee, dat is waar.
409780	410800	Je kunt de overkant zien.
411300	412860	Maar het was wel een eind ver weg hoor.
413800	419400	Een vloed, dat had je een hele tijd stroomopwaarts.
420120	421380	Ik weet niet hoe lang we voeren.
421940	423440	Een halve dag ernaartoe.
423800	425060	Ja, naar Pontianak.
425380	426860	Dat was de plaats waar het om ging.
428160	429120	Onderweg herinner ik me.
429320	430060	Dat mijn vader.
430080	430600	Dat mijn vader nog zei.
430760	431340	Kijk eens daar.
432540	437360	Vlak voor het schip kwam ineens een proutje, een soort kano tevoorschijn.
437860	439920	En een paar mensen die daar druk aan het roeien waren.
440520	441160	En wat wilden ze?
441620	447460	Met alle geweld nog net iets eerder voor het schip oversteken.
448480	450800	Ja, en weet je waarom ze dat willen, zei mijn vader?
451560	452700	Zij geloven in geesten.
453360	455660	Een van de dingen is boze geesten.
456060	457020	Die zitten achter je aan.
457380	458680	Dus als je een ongeluk krijgt.
459000	460020	Dan is het die verdomde geesten.
460080	461380	Die achter je aan zit.
461760	462660	Die heeft je laten vallen.
463320	468000	Nee, als je nou vlak voor zo'n schip kunt oversteken.
468520	472580	Dan heb je grote kans dat die boze geest tegen het schip aanbotst.
472700	474620	En dan zelf met zijn neus in het water valt.
475500	476020	Nou ja, goed.
476340	478220	Wat er van waar is van het hele verhaal weet ik niet.
478940	481500	Maar ik vond het een heel interessant iets.
481940	485480	En ik zat voortdurend uit te kijken of er nog meer van die mensen waren.
485760	487640	En ik heb er toch verschillende gezien hoor.
487960	488980	Het is een komisch gezicht.
488980	489980	Als je daar ineens...
490080	492300	Zie je ze daar heel druk roeien, roeien.
492560	493640	Of kanoën eigenlijk.
494180	495080	Ja, eh...
496020	499640	Ja, om het bootje nog net voor het grote schip.
500280	501880	Maar mijn vader was er niet zo blij mee.
502280	503660	Want hij zei, we moeten wel oppassen.
504180	505800	Want als er wel een ongeluk gebeurt.
506400	507060	Ja, ja.
507440	508080	Je kunt moeilijk...
508940	510400	Van zo'n groot schip.
511400	512080	Aan zo'n...
512840	514080	Zo'n pap...
514800	517080	Nee, een dajakers wouden daar geloof ik...
517880	519040	Zeggen.
519040	519600	Ja.
520080	521180	Jij bent de schuldige.
521180	523180	En betalen viel er natuurlijk helemaal niet.
523180	525180	Want die lui werkte nog zonder geld.
526180	528180	Pontianak herinner ik me ook.
528180	531180	Het was eigenlijk een heel vreemd iets.
531180	533180	Het was niet eens zo'n klein stadje.
533180	535180	Het was half Europees, Indisch.
535180	537180	Veel Indische mensen, die dus...
537180	539180	Nou ja, gemengd Hollands, Indisch zijn.
539180	541180	En ook Hollands praten.
541180	542180	En...
542180	544180	Er was ook een Hollandse school.
544180	546180	Het zal ook wel een Javaanse school zijn.
546180	548180	Of een Borneoese school.
548180	549580	Maar daar weet ik niks van.
550080	552080	Maar weet je wat het leuke was?
552080	554080	We zaten nog net...
554080	556080	Binnen de grens van eb en vloed.
556080	558080	Iedere dag...
558080	560080	Kwam de hele...
560080	562080	Stad onder water.
562080	564080	En een uur later...
564080	566080	Stroomde al het water...
566080	568080	Weer weg.
568080	570080	En alle rommel was ook weg.
570080	572080	Iedereen gooide maar alles, luk, raak, etensresten...
572080	574080	Geef niet wat.
574080	576080	Gooi je gewoon op straat, buiten in de tuin.
576080	578080	Even later...
578080	580080	Komt de vloed op. Pakt alles op.
580080	582080	En weg is het. Schoon.
582080	584080	Nou.
584080	586080	En dat twee keer op een dag.
586080	588080	Ja, hoe ze dat deden...
588080	590080	Met de vuilnis en iets weet ik niet.
590080	592080	Binnen in de stad was het wat droger.
592080	594080	Er waren ook wel een paar winkels en zo.
594080	596080	Je had ook daar wel een steigertje dus.
596080	598080	Van de ene winkel naar de andere.
598080	600080	En de scholen...
600080	602080	Daar werd rekening mee gehouden.
602080	604080	Op bepaalde uren.
604080	606080	Dagen.
606080	608080	En dan mocht je een uur...
608080	610080	Maar dan mocht je een uur later naar school gaan.
610080	612080	En een paar dagen later...
612080	614080	Mocht je weer juist een uur eerder naar school gaan.
614080	616080	Maar dat was Pontianak.
616080	618080	Ik geloof dat het nu nog...
618080	620080	Ik meen laatst iets...
620080	622080	Via internet gelezen te hebben.
622080	624080	Het leek erop alsof het nog zo was.
624080	626080	Maar dat zal wel niet.
626080	628080	Want het is nu een grote stad geworden.
628080	630080	Dus ze zullen er nu wel wat op gevonden hebben.
630080	632080	Nou. Batavia.
632080	634080	Ja.
634080	636080	Het ging op...
636080	638080	Mijn vader was wel vaker thuis nu.
638080	640080	Maar toch...
640080	642080	Ik had iedere keer...
642080	644080	Mijn schoolwerk was slecht.
644080	646080	Dus ik had lagere cijfers.
646080	648080	Mijn vader zei...
648080	650080	Ik wil hebben dat hij naar de HBS gaat.
650080	652080	VWO dus.
652080	654080	Ik zei...
654080	656080	Geen schijn van kans.
656080	658080	Nou, dan moest ik maar wat harder werken.
658080	660080	Enzovoort.
660080	662080	Maar ja, dat gaf weer ruzie met mijn moeder.
662080	664080	Want hij was dan weer...
664080	666080	Als hij in het land was. In de stad was.
666080	668080	Had hij het druk.
668080	670080	Maar ja, dan was hij weer op zee.
670080	672080	En dan was hij weer weg.
672080	674080	En dan moest je...
674080	676080	Mijn moeder die moest dat maar opklappen met mij.
676080	678080	Ik herinner me daar erg weinig van hoor.
678080	680080	Het zijn meer de verhalen van later.
680080	682080	Maar ik moet dus lastig geweest zijn.
682080	684080	Ik weet wel...
684080	686080	Ik had in mijn kamer een eigen dierenverzameling.
686080	688080	Een paar inkpotjes.
688080	690080	Lege inkpotjes.
690080	692080	Die had ik op een schoteltje.
692080	694080	En daar had ik zand in.
694080	696080	En ik zorgde ervoor dat ze...
696080	698080	Samen op een een of ander...
698080	700080	Blad konden komen.
700080	702080	Die ook weer op een schoteltje zat.
702080	704080	Met wat...
704080	706080	Carbonwater.
706080	708080	En...
708080	710080	Maar zo had ik dus allerlei beesten.
710080	712080	Het ergste was...
712080	714080	Moet geweest zijn...
714080	716080	Een wespennest.
716080	718080	Die hing aan een raam.
718080	720080	Eerst aan een raam.
720080	722080	Maar dat was te lastig.
722080	724080	In het midden van de kamer.
724080	726080	Een wespennest.
726080	728080	Dat waren solitaire wespen.
728080	730080	Eén wesp.
730080	732080	Die verzorgt een nest.
732080	734080	Een raad.
734080	736080	Daar zitten er een stuk of 10 tot 30 eitjes in.
736080	738080	En die geeft die dan elke dag...
738080	740080	Vervoer.
740080	742080	Maar ja.
742080	744080	Je moet er wel van houden.
744080	746080	Als daar zo'n wesp in de kamer rondvliegt.
746080	748080	Ja.
748080	750080	Bij mij deden ze niks.
750080	752080	Ik bewoog me rustig.
752080	754080	Die gewoon...
754080	756080	Die beesten die vlogen dus naar dat raampje.
756080	758080	Die had ik open.
758080	760080	Een klein stukje.
760080	762080	Waar je met de handvat de boel open kon draaien.
762080	764080	Die had ik open gemaakt.
764080	766080	En dan vlogen ze eruit.
766080	768080	En dan kwamen ze even later weer terug.
768080	770080	Met een paar spinnen of kevertje.
770080	772080	Of weet ik wat allemaal.
772080	774080	Want het waren wel vleeseters.
774080	776080	Die wespens.
776080	778080	Maar ik kreeg natuurlijk wel moeite met mijn moeder.
778080	780080	Want die wou die kamer opgeruimd hebben.
780080	782080	Nou.
782080	784080	Vader thuis.
784080	786080	He.
786080	788080	Nou alweer problemen met die jongen.
788080	790080	Hij had helemaal geen zin.
790080	792080	Hij kwam ook maar voor zijn plezier thuis.
792080	794080	Had hij ook liever een jongen waarmee hij...
794080	796080	Dan allerlei klachten aan te horen.
796080	798080	Maar toen heeft hij iets gedaan.
798080	800080	Net als een kind zo volkomen gek kan zijn.
800080	802080	Ja.
802080	804080	Zo moeder.
804080	806080	Wat heeft mijn vader gezegd?
806080	808080	Niet anders dan.
808080	810080	Denk er op.
810080	812080	Mag er in jouw kamer schoongemaakt worden.
812080	814080	En dan moeten die mieren weg.
814080	816080	Die zet je dan maar buiten neer.
816080	818080	En die wespen moeten ook weg.
818080	820080	Die hang je ook maar eventjes voor de deur.
820080	822080	Nou dat.
822080	824080	Ja.
824080	826080	En dat is zo gek he.
826080	828080	Ik herinner me.
828080	830080	Ja.
830080	832080	Ja.
832080	834080	Zo moet het.
834080	836080	Zo doe ik het.
836080	838080	Mijn moeder had dat zelf al lang gezegd.
838080	840080	Dat was niet goed.
840080	842080	Maar het ging toch niet goed op school.
842080	844080	En toen op een gegeven moment zei hij.
844080	846080	Dat was in Indië wel de gewoonte.
846080	848080	Dan kon je ook naar de bergen toe gaan.
848080	850080	En daar een school.
850080	852080	En dan bleven de mensen gewoon in de warme stad Batavia.
852080	854080	Eigenlijk veel te warm nog te leren.
854080	856080	En zo.
856080	858080	Althans dat zei men dan.
858080	860080	Als het slecht ging hoor.
860080	862080	Als iemand goed leerde.
862080	864080	Dan werd er niet over gepraat.
864080	866080	Maar als het slecht ging zeiden ze.
866080	868080	Ja dat is ook die tropische temperatuur.
868080	870080	Dus.
870080	872080	Ik naar een kostschool.
872080	874080	In Soekobumi in de bergen.
874080	876080	Aardige man verder hoor.
876080	878080	Ik herinner me een grote tuin.
878080	880080	Dat die een stuk of vier vijf katten had.
880080	882080	En natuurlijk.
882080	884080	De bijbehorende jonge katjes.
884080	886080	Je moest wel eens oppassen dat je niet op een trapte.
886080	888080	En dergelijke.
888080	890080	Want dat was altijd een heel gedoe.
890080	892080	Heel gehuilig weet ik wat allemaal.
892080	894080	En zielig.
894080	896080	En dan moest er een graf gemaakt worden.
896080	898080	Nou enzovoort.
898080	900080	Streng toezicht op het huiswerk.
900080	902080	Nou.
902080	904080	Achteraf gezien.
904080	906080	Vraag me af of dat nou zo streng was hoor.
906080	908080	Maar wel tegen mijn ouders.
908080	910080	Nee.
910080	912080	Elke keer als ik op school een onvoldoende haalde.
912080	914080	Dan moest de leraar.
914080	916080	De onderwijzer.
916080	918080	Die moest dat schriftpapier.
918080	920080	Of wat ik ook had.
920080	922080	Met zijn onvoldoende.
922080	924080	Moest die mij naar huis brengen.
924080	926080	En dan moest mijn vader.
926080	928080	Die moest dat dan ondertekenen.
928080	930080	Had die een heel raar.
930080	932080	Krabbeltje als ondertekening.
932080	934080	En laat ik nou.
934080	936080	Vrij gauw merken.
936080	938080	Nou niet gauw hoor.
938080	940080	Maar na een poosje merken.
940080	942080	Die kun je zo nadoen.
942080	944080	Dat is zo'n krabbel.
944080	946080	Ja.
946080	948080	Dat is geen enkel probleem.
948080	950080	Nou en ik dus.
950080	952080	Een krabbel maken.
952080	954080	Onder mijn schrift mijn onvoldoende.
954080	956080	Nou de onderwijzer.
956080	958080	Kijk nog eens een keertje.
958080	960080	En wat zei meneer.
960080	962080	Ik weet niet hoe die heette.
962080	964080	Dat weet ik niet.
964080	966080	Ik weet niet wat ik gezegd heb.
966080	968080	Maar in ieder geval.
968080	970080	Ik moet wel gelogen hebben.
970080	972080	Maar in ieder geval.
972080	974080	Dat lukte.
974080	976080	Twee keer.
976080	978080	Drie keer.
978080	980080	En toen had je een paar.
980080	982080	Ik was daar met zes jongens.
982080	984080	Meestal jongens van ondernemingen.
984080	986080	In de bergen of in het land.
986080	988080	Waar geen school in de buurt te vinden is.
988080	990080	Daar gingen we.
990080	992080	Jongetjes en meisjes gingen dan.
992080	994080	In de stad op school.
994080	996080	En dan kwamen ze in de kost.
996080	998080	Bij deze meneer onder andere.
998080	1000080	Nou.
1000080	1002080	Maar toen kregen mijn vriendjes.
1002080	1004080	Mijn.
1004080	1006080	Mijn kostschool vriendjes.
1006080	1008080	Die kregen een gaten dat ik zo goed.
1008080	1010080	Die handtekening kon maken.
1010080	1012080	Kun je het voor mij ook doen?
1012080	1014080	Ja natuurlijk.
1014080	1016080	Maar ja.
1016080	1018080	Ik weet niet of ik een erg slim jongetje was.
1018080	1020080	Maar al gauw merkte ik toch.
1020080	1022080	Dit wordt te gek he.
1022080	1024080	Dat gaat iedereen.
1024080	1026080	Nee.
1026080	1028080	Ik kan niet elke dag.
1028080	1030080	Alle onvoldoende.
1030080	1032080	Dus er moeten een paar overblijven die toch.
1032080	1034080	En toen heb ik.
1034080	1036080	Eén eigen onvoldoende.
1036080	1038080	Die heb ik laten staan.
1038080	1040080	En die heb ik door mijn kostvader.
1040080	1042080	Aangekend.
1042080	1044080	En daarna ben ik naar de school terug gegaan.
1044080	1046080	En laat nou net.
1046080	1048080	De week daarop.
1048080	1050080	Een soort schoolavond zijn.
1050080	1052080	En dan praten ze met elkaar over.
1052080	1054080	En.
1054080	1056080	Dan zegt mijn.
1056080	1058080	Mijn kostvader.
1058080	1060080	Die zegt ja.
1060080	1062080	Het gaat zeker goed met de kinderen he.
1062080	1064080	Nou.
1064080	1066080	Er valt wel wat op aan te merken.
1066080	1068080	Ik heb heel wat onvoldoendes.
1068080	1070080	Maar daar heb ik al.
1070080	1072080	Nou ja.
1072080	1074080	Ik wil het wel laten zien.
1074080	1076080	En dan haalde hij een paar schriften tevoorschijn.
1076080	1078080	Oh.
1078080	1080080	Maar dat heb ik nooit gezien.
1080080	1082080	Maar hij zei wel daarbij.
1082080	1084080	Maar er is één uitzondering.
1084080	1086080	Van Bert den Toom.
1086080	1088080	Daar heb ik nog.
1088080	1090080	Een onvoldoende ondertekend.
1090080	1092080	Gisteren of eergisteren.
1092080	1094080	Dus wat gebeurde er.
1094080	1096080	De volgende ochtend bij het ontbijt.
1096080	1098080	Jongens.
1098080	1100080	Zullen jullie eens goed luisteren.
1100080	1102080	Er zijn hier.
1102080	1104080	Valse handtekeningen gezet.
1104080	1106080	Maar niet bij.
1106080	1108080	Bert.
1108080	1110080	den. Toom.
1110080	1112080	Nou.
1112080	1114080	Ik werd daar ineens in het zonnetje gezet.
1114080	1116080	Als het grote voorbeeld.
1116080	1118080	Die he.
1118080	1120080	Iedereen wist het.
1120080	1122080	Ik bedoel er was geen punt aan.
1122080	1124080	Maar niemand heeft mij verraden.
1124080	1126080	We hebben wel ingehouden.
1126080	1128080	Straks voor ons uitgekeken.
1128080	1130080	En toen na het ontbijt.
1130080	1132080	Toen we naar buiten waren.
1132080	1134080	Toen begonnen we te lachen natuurlijk.
1134080	1136080	Maar ik voelde me wel.
1136080	1138080	Ik herinner me nog.
1138080	1140080	Hoe vreselijk opgelaten.
1140080	1142080	Ik mij toen voelde.
1142080	1144080	Omdat hij mij zo geprezen had.
1144080	1146080	Kijk dat is tenminste een eerlijke jongen.
1146080	1148080	Als het onvoldoende is.
1148080	1150080	Is het onvoldoende.
1150080	1152080	Dan kom je eerlijk voor de dag.
1152080	1154080	Nou ja goed.
1154080	1156080	Is gebeurd natuurlijk.
1156080	1158080	Ik vond het er niet leuk hoor.
1158080	1160080	Ik was niet thuis.
1160080	1162080	Je bent toch niet thuis echt he.
1162080	1164080	Ik mag dan veel moeilijk geweest zijn voor mijn moeder.
1164080	1166080	Daar weet ik niks van.
1166080	1168080	Maar ja ik was toch anders he.
1168080	1170080	Dus.
1170080	1172080	En ik haalde inderdaad op school.
1172080	1174080	Betere cijfers.
1174080	1176080	En zo kwam ik weer terug.
1176080	1178080	Na een jaar geloof ik.
1178080	1180080	Anderhalf jaar op die kostschool geweest.
1180080	1182080	En toen na een half jaar.
1182080	1184080	Of na een jaar.
1184080	1186080	Ik weet niet hoe lang.
1186080	1188080	Nou wij hebben besloten.
1188080	1190080	Het gaat nu goed op de lagere school.
1190080	1192080	Dan mag je weer terug.
1192080	1194080	Naar de school hier in Batavia.
1194080	1196080	Maar doe je best he.
1196080	1198080	Nou en ik zal ook opletten.
1198080	1200080	Zei mijn vader.
1200080	1202080	En ik mocht weer terug.
1202080	1204080	Ik voelde net een straf daar he.
1204080	1206080	Het was geen straf hoor.
1206080	1208080	Maar het was daar best gezellig.
1208080	1210080	Met al die mede.
1210080	1212080	Die kwaai jongens daar.
1212080	1214080	We hebben daar wel wat tochten gemaakt.
1214080	1216080	Daar in de buurt.
1216080	1218080	Nou thuis.
1218080	1220080	Ja.
1220080	1222080	En dan komt de eerste.
1222080	1224080	Datum.
1224080	1226080	Die ik nog heel precies herinner.
1226080	1228080	Precies.
1228080	1230080	Dat was 27 mei.
1230080	1232080	27 mei.
1232080	1234080	Nee.
1234080	1236080	10 mei.
1236080	1238080	1942.
1240080	1242080	Ik was jarig.
1242080	1244080	En er waren een stuk of 4 of 5 jongens.
1244080	1246080	Op bezoek.
1246080	1248080	En we hadden cadeautjes.
1248080	1250080	We hadden ijsjes gekregen.
1250080	1252080	En ik weet niet wat we speelden.
1252080	1254080	En ineens.
1254080	1256080	Er is oorlog in Holland.
1256080	1258080	Duitsland heeft Nederland aangevallen.
1258080	1260080	Alles.
1260080	1262080	De radio werd luid gezet.
1262080	1264080	Alles.
1264080	1266080	Mijn hele feest was in de war.
1266080	1268080	Om verschillende redenen.
1268080	1270080	De oorlog zelf natuurlijk.
1270080	1272080	Maar ook.
1272080	1274080	Ja.
1274080	1276080	Dus Duitsers kregen.
1276080	1278080	En er waren vrij veel Duitsers in New York.
1278080	1280080	En wie een Duitser was.
1280080	1282080	Ja.
1282080	1284080	Die kreeg zo'n beetje de schuld van de hele oorlog.
1284080	1286080	En zo.
1286080	1288080	Werd het hele feest.
1288080	1290080	Opgedoekt.
1290080	1292080	Ik had daar nog een vriendje bij.
1292080	1294080	En die heette kleine Bert.
1294080	1296080	Hij was iets kleiner dan ik.
1296080	1298080	En ook iets jonger.
1298080	1300080	Nou.
1300080	1302080	En dan.
1302080	1304080	Ja.
1304080	1306080	Toen hoorden we natuurlijk.
1306080	1308080	Wel allerlei vreselijke dingen.
1308080	1310080	Die in Europa gebeurden.
1310080	1312080	Maar dat waren dingen.
1312080	1314080	Die kon je niet geloven.
1314080	1316080	Ik zie nog mijn moeder.
1316080	1318080	Die had iets gehoord over de radio.
1318080	1320080	Over die moorden.
1320080	1322080	Op Joden.
1322080	1324080	Dat kan niet waar zijn.
1324080	1326080	Nou ja.
1326080	1328080	En ze had eigenlijk gelijk.
1328080	1330080	Dat heb ik later ook bedacht.
1330080	1332080	Dat kan gewoon niet.
1332080	1334080	Hoe kun je midden.
1334080	1336080	In een.
1336080	1338080	Min of meer beschaafd land.
1338080	1340080	En eens.
1340080	1342080	Mensen.
1342080	1344080	In een kamertje stoppen.
1344080	1346080	Gast laten.
1346080	1348080	Was niet te geloven.
1348080	1350080	En het was ook niet te geloven.
1350080	1352080	Ja dat het toch waar is.
1352080	1354080	Dat is natuurlijk wel vaker gebeurd.
1354080	1356080	Maar ik weet wel.
1356080	1358080	De enorme indruk.
1358080	1360080	Maar mijn vader.
1360080	1362080	Heeft er ook veel moeite mee gehad.
1362080	1364080	Niet natuurlijk.
1364080	1366080	Hij was wel eens lastig.
1366080	1368080	Hij maakte klachten over.
1368080	1370080	De onderhoud van het schip.
1370080	1372080	Dat er dit en dat was niet goed.
1372080	1374080	En zus was fout.
1374080	1376080	Hij had wel eens conflicten.
1376080	1378080	Met het bestuur.
1378080	1380080	Met de directie.
1380080	1382080	Maar goed.
1382080	1384080	Of hij nog erg lastig was.
1384080	1386080	Weet ik niet.
1386080	1388080	Zal wel niet.
1388080	1390080	Er waren wel eens.
1390080	1392080	Moeilijkheden geweest.
1392080	1394080	Zo heeft hij eens een keertje.
1394080	1396080	Aan de marine verteld.
1396080	1398080	Toen was de oorlog in Holland al uitgebroken.
1398080	1400080	In Europa al uitgebroken.
1400080	1402080	En toen zag hij daar.
1402080	1404080	Een Japanse vissersboot.
1404080	1406080	En die hadden nood.
1406080	1408080	Er was iemand zwaar ziek.
1408080	1410080	En zij hadden een dokter aan boord.
1410080	1412080	De dokter zei ze er naar toe.
1412080	1414080	De man had een blinde darmontsteking.
1414080	1416080	Moest onmiddellijk geopereerd worden.
1416080	1418080	Nou ja.
1418080	1420080	Zo goed ingericht waren ze.
1420080	1422080	Nou ook niet voor een operatiezaal.
1422080	1424080	Maar voor een eenvoudige snee.
1424080	1426080	Een eenvoudige operatie.
1426080	1428080	Met eenvoudige pijnstillende middelen.
1428080	1430080	En desinfecterende middelen.
1430080	1432080	Moest dat kunnen.
1432080	1434080	Dus die man is geopereerd.
1434080	1436080	Een Japanner is geopereerd.
1436080	1438080	En die zou dan later per vliegtuig.
1438080	1440080	Naar Japan zijn gestuurd.
1440080	1442080	Dat is dan ook gebeurd ook.
1442080	1444080	Maar mijn vader.
1444080	1446080	Die heeft dus op dat Japanse vissersboot gekeken.
1446080	1448080	Een vrij grote boot hoor.
1448080	1450080	Een motorschip.
1450080	1452080	Een motorflat.
1452080	1454080	Die is daarmee.
1454080	1456080	Nou die kwam helemaal uit Japan.
1456080	1458080	Hij gooide daar in Indië.
1458080	1460080	Dus netten uit.
1460080	1462080	En viste daar de boel.
1462080	1464080	En bracht dat dan weer terug.
1464080	1466080	Maar wat zag hij aan boord?
1466080	1468080	Een radiozendapparatuur.
1468080	1470080	Sterk genoeg.
1470080	1472080	Om de hele wereld te bereiken.
1472080	1474080	Laat hij aan boord.
1474080	1476080	Niks hebben.
1476080	1478080	Op dat gebied.
1478080	1480080	Ze konden nauwelijks.
1480080	1482080	Ze konden net geloof ik een telegram sturen.
1482080	1484080	Naar de directie.
1484080	1486080	Maar een radiobericht.
1486080	1488080	Nee.
1488080	1490080	Mijn vader heeft toen nog zelf een eigen radio gekocht.
1490080	1492080	Daar kon hij mee horen.
1492080	1494080	Wat er in de radio werd uitgezonden.
1496080	1498080	En een keertje.
1498080	1500080	Hoorde hij.
1500080	1502080	Toen was de oorlog met Duitsland dus al uitgesproken.
1502080	1504080	Toen hoorde hij.
1504080	1506080	Dat er een Duitse kaper.
1506080	1508080	Met.
1508080	1510080	In de Filipijnen was.
1510080	1512080	En hij voer toen net in.
1512080	1514080	Oost-Indië.
1514080	1516080	En moest benzine.
1516080	1518080	Tonnen met benzine.
1518080	1520080	Wegbrengen.
1520080	1522080	Naar een klein vliegveldje.
1522080	1524080	Ergens op Nieuw-Genea.
1524080	1526080	Of een andere plaats.
1526080	1528080	Weet ik niet.
1528080	1530080	En toen heeft hij aan de maatschappij.
1530080	1532080	Een beetje geheim.
