start	end	text
195240	201220	Daarna, in diezelfde tijd, ik was dus toen iets van zes jaar of zoiets.
201220	207780	Toen zijn we naar Duitsland gegaan, naar opa en oma Duits.
209040	214360	Opa, herinner ik me niet veel, was een Noorse man die weinig sprak.
215260	217140	En als hij sprak was hij nog boos ook nog.
218140	219720	Tenminste, dat is wat ik me herinner.
220900	228900	Maar, wat ik wel heel goed weet, daar in dat huis, bovenhuis ergens in Hamburg,
228900	231120	was er een wandeling die we gingen.
231220	232140	In de buurt.
232760	235820	En daar had je eigenlijk een dubbelmeer.
236240	238940	Twee grote, de Alster geloof ik dat die heette.
239780	245700	Twee grote meren en daartussenin een droog stukje land.
246400	250000	Daar was een fiets, een fietspaden had je toen nog niet.
250600	256500	Daar had je een weg waar zo duur dan wel eens een auto reed.
257620	260460	Verder kon je er wandelen, links en rechts.
261220	264180	Aan de andere kant, en dat vond ik zo'n mooi gezicht.
264180	267180	Dan keek je links, dan zag je allemaal water.
267180	271180	En een paar stappen naar rechts, dan zag je weer allemaal water.
271180	276180	Zomaar, dwars door, het was net alsof je dwars door de zee heen liep.
276180	279180	Van de ene kant naar de andere kant.
279180	286180	Maar, een paar dagen later was de politie aan de deur.
286180	288180	De politie? Ja, voor mij.
288180	290180	Ja, ik was namelijk leerplicht.
291220	294220	Ik was net al 30 geworden ondertussen.
294220	296220	Dus ik moest naar school.
296220	298220	Ja, in Holland was dat geen probleem.
298220	300220	Tijdelijk op een school.
300220	303220	Maar in Duitsland, tijdelijk op een school.
303220	306220	Ja, ja, niks aan te doen.
306220	309220	Nee, voila, moest.
309220	311220	Nou, wij naar de school toe.
311220	315220	En ik werd krantifikaal naar de school gebracht.
315220	319220	Nee, ik moet toch al een jaar ouder zijn geweest hoor.
319220	322220	Dat was de tweede klas al.
322220	327220	We kregen bijvoorbeeld oefeningen, overschrijven, alles Duits.
327220	329220	Duitse boekjes.
329220	331220	Nou, de sommetjes, dat maakt dus niks uit.
331220	333220	Dat kon ik al gauw.
333220	336220	En de uitspraak, nou, daar zat ik ook wel niet veel moeite in.
336220	338220	Daar herinner ik me niks van.
338220	340220	Dus dat betekent dat het vanzelf ging.
340220	344220	Maar, toen kreeg ik een dik T op.
344220	347220	En ik kreeg een dik T op.
347220	350220	En, papiertje ingeleverd.
350220	352220	Papiertje terug gekregen.
352220	354220	En wat zie ik?
354220	356220	Twee fouten op.
356220	359220	Ah, wat was ik trots.
359220	361220	Ik ben naar huis gehold.
361220	363220	En ik ben naar huis gehold.
363220	365220	En het laten zien thuis.
365220	367220	En vader was thuis.
367220	368220	Nou, zei hij.
368220	371220	De meester is naar de tweede fout maar opgehouden.
371220	373220	Om nog aan te strepen.
373220	374220	Ja.
374220	376220	Oh, wat een teleurstelling zeg.
376220	377220	Ja.
377220	379220	Ik was een hele strenge onderwijzer.
379220	381220	Dat had ik nog wel in de klas.
381220	383220	De sfeer alleen al.
383220	388220	Je komt bij een onderwijzer in de klas.
388220	392220	O ja, daarom moet het ook de tweede, derde klas zijn geweest.
392220	393220	Weet ik niet meer.
393220	395220	Ik kom naar die klas binnen.
395220	397220	En dan moesten de jongens.
397220	399220	Nee, je mag gaan zitten.
399220	400220	Je moet gaan zitten.
400220	402220	Maar dan komt de meester binnen.
402220	405220	Dan moesten de meisjes opstaan.
405220	409220	En dan een klein kniksje maken.
409220	410220	En dan.
410220	412220	Goedemorgen her.
412220	413220	Nou, goed.
413220	415220	Mochten de meisjes gaan zitten.
415220	417220	De jongens stonden er nog.
417220	419220	Wij moesten rechtop staan.
419220	422220	En we moesten een kleine buiging maken.
422220	424220	Goedemorgen her.
424220	426220	Nou, naam weet ik niet meer.
426220	429220	En dan mochten we ook gaan zitten.
429220	434220	Verder zag ik niet veel verschil met de scholen in Holland hoor.
434220	441220	Maar dit allereerste begin, die opening, dat was toch wel iets typisch.
441220	449220	Ja, dat was mijn ervaring van de eerste keer bij opa en oma in Holland en in Duitsland.
