start	end	text
427640	434500	gewoon mijn hand opgehouden en ik was dus de enige niet ze namen me gauw kreeg ik al een plekje ergens
434500	442240	op een vrachtwagen die leeg terug ging naar batavia en zo ben ik in batavia aangekomen over
442240	443820	de reis weet ik niks meer van ja
444440	453740	hoog nu allemaal dingen die ik wel eens gezien had vroeger en mijn moeder en zuster vond ik terug in
453740	461240	een garage die hadden een eigen huisje die waren daar al dolgelukkig mee kukkentje buitenkant tegen
461240	469400	de muur aan een comfort je waar je wat eten kon kopen te koken mijn moeder was wat dat betreft
469400	474420	weer helemaal tevreden en niet zo dicht op
474440	481700	rinkt met alsmaar meer mensen daar heb ik niet zoveel last van gehad maar ik geloof mijn mijn
481700	490060	mijn moeder en mijn zusje wel vooral ook omdat er altijd iets blijft blijven wrikken heel die
490060	497240	oorlogsjaren door je bent een duitser je worden verraadster je bent je hoort bij de vijand thuis
497240	504320	dat is er altijd een beetje ik weet niet wat er precies gebeurd is mijn zuster en mijn moeder
504440	513560	hebben nooit iets verteld wat zij daarmee maakte ja ook ja iemand heeft wel eens keer gevraagd ja
513560	519440	maar de waren toch had je geen vriendinnetjes nee nou dat kan niet in een vrouwenkamp met
519440	528560	allemaal kinderen van van van een tot tot 15 jaar nou dat moeten meisjes zijn geweest tuurlijk de
528560	534380	kan je anders de moeten zelfs lessen zijn geweest lager onderwijs was toen al voor
534440	542960	de helft in handen van van vrouwen van van haar dus helemaal dat ik middelbaar onderwijs daar
542960	548840	waren weinig vrouwen die al lerares maar ze waren er wel hoor ik heb ik heb wel van meer
548840	564420	dan een lerares ook les gehad maar goed ik vond ze terug na drie lange jaren ik raak het nog van over
564440	578600	stuur maar goed dan varen nog en we kregen een brief van vader nee ze deden alles aan om naar
578600	587120	bethavia te komen maar er was toch eens ship elde dat deed dus ze zaten te wachten in saigon geloof
587120	592120	ik ja op op op England en en en en en transportschip
594440	598620	Een vrachtschip of wat ook naar Batavia kon voeren.
599120	601780	Want het lag natuurlijk toch wel uit de route.
602580	609420	Al die soldaten die naar huis wilden, die wilden naar Australië of naar Nederland of naar Europa toe of naar Amerika toe.
610160	614460	Zuid-Afrika, maar niet naar Java toe.
614460	615700	Dat was een omweg.
615700	624640	Hij heeft mij toen geschreven, Bert, ga zo gauw als je kunt naar Holland toe.
625260	631180	Daar hebben we familie, grootmoeder, die zullen je opvangen.
632720	636480	Ik heb daar geld staan bij de bank, bij de Twentse bank.
636480	645320	En dan kun je jezelf in ieder geval even de eerste maanden verzorgen.
645700	655400	Nou, mijn vader dacht natuurlijk, die jongen van mij, die heeft daar drie jaar gevangen gezeten, drie jaar niet naar school gegaan.
656280	657340	Nou, dat is toch een ramp.
657500	663680	Dan ben je zeventien jaar, achttien jaar en dan heb je misschien twee jaar middelbare school gevolgd.
665100	670440	Dat ik ook gevangen zat tussen de leraren in, dat wist hij natuurlijk ook niet.
670540	672560	Dat was een meevaller achteraf gezien hoor.
673380	675680	Maar goed, ik heb in ieder geval...
675700	681240	Ik heb in ieder geval van hem opdracht gegeven, zo gauw mogelijk naar Holland.
681940	683540	Ik naar de haven toe.
684140	685380	Ja, waar moet je anders naartoe?
686980	692200	Er waren wel inschrijfkantoren, maar dat was eigenlijk voor de burger, de officiële.
692880	694140	Maar ik ben gewoon maar gegaan.
695060	697720	En ja, nee, nee, nee, nee.
698260	699760	Vrouwen en kinderen gingen eerst.
699880	700780	Eerst volgende boot.
701820	705260	Maar, zei er iemand, er is toch wel plaats in de keuken.
705260	710320	Er moet nog gewerkt worden, flinke jongens moeten we daar nog hebben aangenomen.
710880	716020	En met mijn kleine hebben en houden heb ik afscheid genomen van mijn moeder en zusje weer.
716480	717540	Het was wel gauw hoor.
718140	722260	Binnen een maand geloof ik, nog geen drie weken, vier weken heb ik daar gezeten.
723580	726900	En zo naar de Batavia toe, naar de haven, Tantjong Priok.
727640	729240	En op een schip gekomen.
729980	732780	Ik meen dat het de Zuiderkruis heette.
732780	735220	Een troepentransport.
735260	738160	Dat schip, wat dat geweest is, weet ik niet.
738940	753940	Dat schip, maar ze hadden alle dekken, hadden ze met twee lagen, nee, met drie lagen, ja, hoe noem je dat, veldbedden, boven elkaar opgesteld.
755340	763000	Overdag kon je daar, nou ja, een beetje zitten, ja, en een beetje liggen en lezen.
763480	765180	Als het regende buiten.
766020	771200	Maar we gingen natuurlijk, we hebben tamelijk mooi weer gehad, althans, daar herinner ik me niets van.
771480	776300	Ja, op hele warme dagen was het niet uit te houden daar binnen hoor.
776980	778520	Dan gingen we allemaal op het dek.
779640	782820	En zo voeren we uit, weg.
784420	786620	Het was wel een hele verandering weer.
788940	793620	Morgens iets van een soort brisli.
795260	796240	Met vruchten en zo.
797560	802220	Smiddags gewoon een echte, volledige maaltijd.
803580	808880	Ja, s'avonds een broodmaaltijd met van alles erop en eraan.
809980	816080	En dan vaak tussendoor ook nog eens een drankje, thee of weet ik eigenlijk niet meer.
816640	817940	Want dat interesseerde me niet.
817940	822560	Alleen al het feit dat je gewoon elke dag je eten kreeg.
823300	825180	Dat was al zoiets bijzonders.
826260	834180	Ik denk dat ik ook wel gauw, de jongere mensen geloof ik ook, dat die al heel gauw, eigenlijk heel snel opknapten.
835320	836980	Met de ouderen was het wat moeilijker hoor.
837600	841920	Er zijn verschillende oudere mensen, zijn op het laatste moment toch nog overleden.
842620	843460	Dat was te ver.
844000	846940	En ik denk dat mijn vader daar ook niet ver van weg was.
849240	855240	Want toen hij voor het eerst bij mijn moeder kwam, tenslotte toch op Batavia was uitgekomen.
856220	857380	En er is een foto gemaakt.
857920	861040	Nou hij zag, en toen was hij eigenlijk al twee, drie maanden vrij.
861160	864480	Dus je had al twee, drie maanden min of meer te eten gehad.
865840	867000	Hij zag er niet uit.
868560	870740	Die grote, zware man.
872420	880960	En dan, nou ik kan niet zeggen een skelet, maar erg verder vandaan was het er niet hoor.
882000	884600	Maar goed, ik ben naar Holland gegaan.
885260	890500	En in de haven van Amsterdam, daar werden we opgevangen.
891000	892280	Er stonden de busjes klaar.
892660	894660	Iedereen moest opgeven waar hij naartoe moest.
895140	899460	En toen was het rijden, rijden, rijden, totdat je thuis was.
900000	902040	Totdat je op het adres was waar je zijn moest.
902680	906780	En ik naar Utrecht, naar Oma den Toom.
908220	912300	Nou, ja, Oma den Toom.
912300	915220	En dan, keurig in een bovenkamer.
915260	918000	Een bovenhuisje van Utrecht.
918980	921020	Vier kamerflat, ik weet het niet.
921520	922460	Weet ik niet meer hoor.
923540	929080	Ze woonden samen met hun dochter, tante Marie, de zuster van mijn vader.
929740	940600	Wat ik toen niet wist, dat het tussen mijn zuster, nee, de zuster van mijn vader en mijn vader, het niet klikte.
940860	943760	Ik heb dat nooit begrepen, ook later niet.
943940	945240	Toen we, tante Marie.
945260	946280	Die beter leerde kennen.
947300	951560	Maar ze was eentje, laten we zeggen, haatdragend.
952420	957640	Dat we zeggen, lillijke dingen of lillijke overtuigingen raakten ze niet meer kwijt.
958260	959540	Maar dat wist ik toen niet hoor.
961020	964100	Ik kwam daar in huis, kreeg daar een eigen kamertje.
965220	969060	En s'morgens ga je naar voren, ga ik naar het balkon toe.
969660	972680	Toen kon ik zo kijken op het park.
973520	974680	Ik, ik, het...
975260	983300	Het was nog steeds, ja, alsof, alsof ik in een droom leefde.
990100	994240	Het was ook onverschillend.
995400	1001620	De hele oorlog door heeft iedereen gedacht, het wordt weer normaal.
1002080	1004660	Wij winnen, wij winnen.
1005260	1007940	En dan werd het kerstmis.
1008880	1010920	Nee, volgend jaar kerstmis.
1011780	1013340	En dan werd het weer een jaar verder.
1014060	1015980	Nee, maar we bleven.
1016320	1021440	Ik geloof niet dat ik iemand gehoord heb die dacht dat het wel eens anders kon lopen.
1022280	1025820	Maar we geloofden allemaal, het komt weer goed.
1026460	1027060	Normaal.
1028600	1031440	Jappen, ha, daar blijft niks van over.
1031440	1034840	Als Amerika eenmaal begint, daar blijft niks van over.
1035260	1039380	Nou ja, zo was het laatste we natuurlijk ook niet hoor.
1040040	1043580	Zomaar in één keer afgelopen, want toen het in Duitsland dus afliep,
1044180	1047980	dat wisten we, doordat er geheime radio's waren aangebracht
1047980	1057720	in die bamboespijlen van onze ophangbedden, zal ik maar zeggen.
1058480	1060240	Matras, nee, matras hadden we niet.
1061980	1062300	Nou.
1065260	1070700	Dan ineens, en dan zit je in een normale maatschappij,
1071120	1072920	waarin mensen gewoon op straat lopen,
1073660	1075900	waarin je soms een politieagent ziet,
1076680	1080580	en, en, en, en, nou, dat is werkelijk buitengewoon.
1081780	1087040	Heel vreemd vond ik, toen ik zo in het park, in het zonnetje zat te kijken,
1087580	1091540	eerst begonnen, dan hoorde ik een vrouwtje zeggen, lekker weer vandaag, hè?
1091840	1095000	Nou, ik vond het helemaal geen lekker weer, maar goed, zei wel.
1095260	1097020	Het zonnetje schijnt.
1097800	1101080	Ach, die arme vrouwtjes waren helemaal ingepakt aan alle kanten.
1101720	1104880	Wat moeten zij nou van de zon genoten hebben?
1105420	1108000	Als je weet dat ik zelf helemaal uit het tropenland kwam,
1108580	1110620	nog een reis heb gemaakt door de woestijn heen,
1111300	1118700	en op het dek geslapen heeft, omdat het niet uit te horden was in de ruimte.
1120940	1124700	Maar het gekke was, die dames hadden hondjes bijzonder,
1125260	1125680	bij zich.
1126840	1132620	Nou had ik, in Indië, hebben we, dat heette dan concordant onderwijs.
1133460	1135520	Hollandse school, maar dan in Indië.
1136100	1139000	Maar helemaal aangepast en gericht op Holland.
1141500	1145720	En, ik zei tegen, het gevolg was bijvoorbeeld wel leuk, hoor.
1146360	1152260	Ik wist wat madeliefjes waren, en ik wist wat, nou ja, noem maar op, paardenbloemen waren.
1153060	1154840	Ja, de meest eenvoudige planten.
1155260	1160640	Hé, hé, ja, daar had ik van gelezen, van Ottasine, weet ik hoe ze heette.
1161580	1166380	Nou, en ik had ook gehoord over blinde geleidehonden.
1166940	1170880	Dus ik zag die twee hondjes daar, bij die twee vrouwtjes.
1171900	1174800	En ik dacht, dat zijn dus blinde geleidehonden.
1175880	1176900	Maar dat duurde niet lang.
1177520	1181700	Eén hondje, die wou wat doen, en die zat te trekken naar de zijkant.
1181900	1185200	Die trok die vrouw gewoon bijna, bijna de bos.
1185260	1188960	En die vrouw, die trok maar aan dat hondje.
1189800	1192100	En sleepte er nog een eentje achter zich aan.
1192840	1194300	En die andere was ook zoiets.
1195060	1198400	Ja, zag er toch niet naar uit als een blinde geleidehond, hoor.
1199060	1200360	Dat was het dan ook niet.
1202020	1204520	Ik ben niet lang bij Tante Marie gebleven.
1204960	1206400	Waarom, weet ik eigenlijk niet.
1206780	1208420	God, wat weet je weinig eigenlijk, hè.
1210400	1212980	O ja, ze zeiden, nee, dat is in Amsterdam.
1212980	1215180	Nee, in Rotterdam.
1215980	1218000	Daar is een oud-oom van me.
1219820	1226720	En ik kon bij zijn vrouw, kon ik een kamer.
1227200	1230180	En daar heb ik dus bij haar een kamer gekregen.
1230640	1233120	En ik heb me op een school laten inschrijven.
1234120	1238260	Als ik het goed heb, was het...
1238260	1240360	Je had vijf jaar HBS toen.
1240360	1243920	Dat is wat nu dan zes jaar VWO is.
1244620	1245240	Vijf jaar HBS.
1245260	1249400	En ze hebben even met mijn proef gedraaid.
1249500	1250960	Frans, Duits, Engels, enzovoort.
1251980	1255840	En toen mocht ik in de vierde klas.
1256280	1258820	Dat betekende dus nog geen examen doen.
1259840	1260560	Nou, goed.
1261160	1262480	Ik zit in de vierde klas.
1263400	1267540	En ik maakte kennis met een vriendje daar.
1268520	1269840	Arnold de Vos.
1270580	1271760	Leuke vent.
1272780	1274780	En ja, waarom precies dat?
1274780	1275920	Precies, dat weet ik niet.
1276580	1279760	Maar er werd toch naar een andere adres voor mij gezocht.
1280440	1283920	Ik kon, ik was, ja, niet welkom.
1283940	1285040	Ik heb het nooit gemerkt, hoor.
1286180	1288960	Ja, ik vond het wel een beetje vreemd daar in Holland.
1290280	1296480	Bijvoorbeeld, een keer was mevrouw Tante, hoe heet ze welke?
1297880	1299920	Tante Eindhoven was weg.
1300560	1303960	En die had gezegd, je haalt maar uit de ijskast.
1303960	1305380	Wat je denkt nodig te hebben.
1306200	1307060	Ik in de ijskast.
1307160	1308500	Toen had ik al eens een keer yoghurt gehad.
1308560	1309220	Dat vond ik wel lekker.
1310200	1315200	En dan zag ik weer die fles met dat troebele witte melk erin.
1315880	1317560	En ik schenk dat uit.
1318800	1320080	Ik doe er wat suiker bij.
1320620	1321800	Het was wel erg zuur, hoor.
1322180	1323300	Nog een beetje suiker erbij.
1323760	1324900	En alles opgegeten.
1326080	1327240	Later komt ze thuis.
1328080	1331180	Zeg, wat heb je met die zure melk gedaan?
1332080	1333920	Had ik dus een fles zure melk.
1333920	1333940	Wat heb je met die zure melk gedaan?
1333960	1340140	Die was in dat wisse, die wou ik weggooien.
1340620	1341700	Maar die had ik opgedronken.
1342300	1343040	Ja, wist ik het.
1343140	1346520	Of je nou zure melk neemt of zure yoghurt.
1347000	1349860	Het was alleen een beetje sterker zuur.
1350160	1352340	En misschien een smaakje anders, dat weet ik niet.
1353720	1358080	Maar in ieder geval, toen kreeg ik al gauw een kostadres.
1359040	1361960	Het was een gepensioneerd of een...
1361960	1368600	een veehandelaar in Ruste, zoals dat toen nog heette.
1369140	1369800	In Ruste.
1370360	1371760	En daar kwam ik in huis bij.
1372460	1374180	Dat waren best aardige mensen, hoor.
1375140	1376520	Daar kon ik het goed mee vinden.
1376700	1377340	Dat is echt...
1377340	1382040	Met die man, die kon ik wel goed wat praten en babbelen.
1382880	1383060	Ja.
1383740	1386560	Maar om nou te zeggen, ik voelde me beprettig.
1386720	1386960	Nee.
1387560	1391860	Maar wel toen ik de broer van je moeder leerde kennen.
1391960	1394220	Dat was Arnold.
1395240	1397200	En nou, daar gingen we samen op af.
1397800	1401260	En die was in de kost bij zijn eigen zuster.
1402640	1404900	Ja, in Rotterdam.
1405940	1407720	En we zaten dus samen op de HBS.
1409000	1410380	In de vierde klas.
1411720	1415600	En dat was voor mij een verademing.
1416440	1420960	Gewoon een vrouw die een beetje...
1420960	1421460	Ja.
1421960	1425520	Ik weet het niet meer.
1426160	1429020	Ik weet alleen dat ik het er gewoon...
1429020	1430640	Ja, ik kwam er vaak naartoe.
1431720	1432940	Ook al ik voor...
1432940	1436600	In principe natuurlijk voor Arnold, hoor.
1436920	1438040	Want dat was een leuke vent.
1438640	1440740	Die broer van je moeder.
1441720	1442800	Altijd geestig.
1442920	1443620	Altijd lachen.
1443840	1444240	Altijd.
1445240	1447160	Een keer gingen we samen naar de bioscoop.
1448060	1449000	Saai film.
1449280	1450620	Flauwe kul gewoon.
1451100	1451940	Ik kom er thuis.
1451960	1452960	Hij vertelt...
1453500	1454320	Hij vond het ook, hoor.
1454480	1456020	Nou, dat was een mislukte avond.
1456880	1457660	Dus ik kwam er thuis.
1458300	1461360	En dan gaan ze tegen Lienus en Tante Gray.
1461740	1464220	Ging hij uitleggen wat ze op die film gezien hadden.
1464280	1465220	Hoe belachelijk dat was.
1465740	1468340	We hebben krom gelegen, zoals hij dat vertelde, hoor.
1468980	1469660	Werkelijk waar.
1469980	1471860	Het leek alsof de film wel leuk was.
1472240	1474440	Maar die was er echt gewoon niks aan, hoor.
1474900	1476140	Gewoon saai.
1476600	1480240	Met zogenaamde originele invallen.
1480840	1481940	Die helemaal niet...
1481960	1483480	Zo erg origineel waren.
1483940	1484860	En nog flauw ook nog.
1485700	1485900	Nee.
1486660	1488280	Maar ik had daar...
1488280	1489960	Dat was voor mij toch...
1490680	1491440	Ja, ik...
1491440	1493480	Ik moet er ook wel eens geweest zijn.
1494120	1495480	Terwijl Arnold er niet was.
1496240	1497960	Gewoon, ja, gezellig praten.
1498720	1499240	Babbelend.
1499840	1500000	Ja.
1500880	1501440	Tante...
1501440	1503280	Tante Gray was dat.
1503380	1504020	Tante Gray.
1505400	1506020	Maar goed.
1507220	1508160	Toen kwam er de kans.
1508920	1510300	Het einde van de vierde klas.
1510960	1511300	En mijn...
1511300	1511940	En mijn...
1511940	1514120	Mijn vriend Arnold.
1514800	1515920	Dat ging niet zo best, hoor.
1516620	1517780	Nou, dat had ik al gemerkt.
1518300	1520760	Dat was toch geen huiswerk leren, hè.
1522480	1523880	Oh, doen we s'avonds...
1523880	1525400	Gaan we even biologie doen.
1526080	1526240	Nou.
1526840	1528040	We slaan ons boek open.
1528340	1529000	Schrift open.
1529740	1530760	Zo, zegt hij.
1531220	1532840	En weet je al...
1532840	1535640	Ja, ik kon ongeveer eruit stamelen.
1536240	1536780	Nou, zegt hij.
1536880	1537880	Dat gaat al goed, hè.
1538620	1541260	En binnen vijf minuten of tien minuten...
1541260	1541820	Dat weet ik niet meer.
1541940	1543620	was meneer Klaar.
1544000	1545560	Nou, die les kennen we.
1547020	1547280	Nou.
1548000	1549060	Toen zijn we gaan biljarten.
1549580	1551580	Samen met oom Linus.
1552740	1554000	Ja, dat was wel leuk.
1554240	1554840	Dat was wel mooi.
1555480	1558200	Maar toen ik s'avonds om elf uur naar huis kwam...
1558200	1559800	had ik toch wel een kwaad geweten.
1561180	1562000	Per softverrekering.
1562140	1562960	Ik moest toch leren.
1563700	1565600	Ik kende nog niks van die biologie.
1566340	1567920	Dus ik heb s'avonds om elf uur...
1567920	1569300	om twaalf uur nog...
1569300	1571480	en dat heeft me wel mijn leven gered, hoor.
1571940	1573740	Want hij kreeg een zware onvoldoende.
1574000	1576160	Mijn lieve zwager.
1577540	1578740	En ik kreeg...
1578740	1580260	Nou, geen geweldig goed cijfer.
1580680	1582820	Maar toch wel een zes of een zeven in ieder geval.
1582940	1584120	Voor dezelfde repetitie.
1585000	1586660	Maar dat gebeurde meer dan één keer.
1587600	1587940	Ja.
1588800	1590900	Daar kan ook de beste onderwijzer...
1590900	1591880	niet meer tegenop.
1593980	1594460	En...
1594460	1596120	de vader...
1596120	1599100	mijn latere schoonvader dus...
1599100	1600320	die maakte ook korte metten.
1600860	1601120	Zegde hij.
1601200	1601800	Wat die gaat...
1601800	1602380	Dat gaat niet.
1603000	1604620	Als hij niet wil...
1604620	1607240	iedere keer hangend en wurgend...
1607240	1609040	weer een klas over...
1609040	1609840	stoppen ermee.
1610700	1612620	Dus hij afgelopen...
1612620	1615240	hij moest maar een baantje bij de posterijen zien.
1615820	1617460	En hij heeft bij de posterijen...
1617460	1618280	een poosje gewerkt.
1619260	1620900	En ik ging...
1620900	1623500	O ja, dat was voor de mensen uit Indië.
1623880	1624060	Nee.
1624680	1626540	Voor de oorlogsslachtoffers.
1626960	1628320	Dus dat konden ook mensen zijn.
1628420	1630820	Jonge mensen uit Duitsland...
1630820	1631660	of uit Polen...
1631660	1631920	of zo.
1632460	1632560	Ja.
1633200	1635700	Die gevlucht waren...
1635700	1637900	en buiten school waren geweest.
1638000	1639440	Of tijdens de oorlog hadden...
1639440	1640500	waren ondergedoken.
1641200	1642300	Die kregen de kans...
1642300	1644140	samen met de meeste mensen...
1644140	1645240	waar ik kwam uit Indië hoor.
1645880	1648460	De meeste mensen in die klas...
1648460	1650520	dat waren mensen uit Indië.
1651480	1653560	En daar kregen we een kans...
1654780	1655560	om in...
1656180	1657560	ongeacht...
1657560	1659300	je verdere...
1659300	1660560	mogelijkheden...
1661660	1664120	direct examen te doen.
1664960	1666260	Zo gauw mogelijk.
1667580	1668720	Met enkele...
1668720	1669400	verlichtingen.
1670200	1671240	Bijvoorbeeld...
1671240	1673620	dat vond ik wel een beetje vreemd hoor.
1674200	1675680	Bij taalonderwijs...
1675680	1677000	kreeg je geen mondeling meer.
1677920	1679420	Ja, dat vind ik toch wel een beetje vreemd.
1679500	1680180	Alleen schriftelijk.
1680820	1681960	Ja, het was in mijn voordeel.
1682060	1683160	Want ik las vrij veel.
1683720	1685220	En ik was al begonnen met...
1685220	1686940	Engelse tijdschriften en zo.
1686940	1687620	Ja.
1688320	1689100	Maar goed.
1691660	1695460	De spoedcursus...
1695460	1697160	van één jaar...
1697160	1699200	om je klaar te maken...
1699200	1700960	voor het diploma...
1701780	1702960	dat bleek achteraf...
1703760	1704760	een succes te zijn.
1705300	1706860	Bijna allemaal zijn we geslaagd.
1707740	1709180	En wat ik later...
1709180	1710680	van leraren heb gehoord...
1710680	1712260	ze hadden nooit zo prettig gewerkt.
1713020	1714360	De hele klas...
1714360	1716040	jongens en meisjes...
1716040	1717100	die allemaal wilden.
1717760	1718540	Rustig waren.
1719060	1720180	Als die zeiden...
1720180	1720960	nou, ik heb gisteren...
1721660	1722960	ik zag geen kans...
1722960	1724340	nog iets aan mijn huiswerk te doen.
1724860	1725900	Dan werd het gewoon aangenomen.
1726020	1727000	Dan was er ook geen kans.
1727700	1728620	Ja, geen smoesjes.
1729120	1730860	Dat deden we gewoon niet aan.
1731480	1733420	Ja, dat was...
1733420	1733720	Ja.
1735660	1736860	Dat deed je ook niet.
1737640	1739120	Ja, je was ziek...
1739120	1740020	of je was niet ziek.
1740500	1741500	En als je ziek was...
1741500	1742740	dan kon je dat gewoon vertellen.
1743940	1745860	Alleen het op tijd komen...
1745860	1747300	daar had ik wel moeite mee...
1747300	1748320	in het hele begin hoor.
1749780	1750460	S'morgens...
1750460	1751260	zo laat...
1751260	1751660	op school.
1752580	1754560	Maar dan ook geen minuut te laat.
1756180	1757420	Vijf minuten...
1757420	1759560	voordat de school begon...
1760500	1762580	ging de bel luiden.
1763920	1764560	Wie vier minuten...
1765760	1767000	daarvoor aankwam...
1767000	1767640	was te laat.
1768380	1769200	Dat wil zeggen...
1769200	1770860	hij kon al wel naar binnen...
1770860	1772160	maar ik kwam op de fiets.
1773020	1775240	En die fietshok was dicht.
1776620	1776860	Ja.
1777500	1778900	En daar buiten hing een bord op.
1780300	1781100	Verkeerd geplaatst...
1781260	1783640	De fietsen worden door de politie weggehaald.
1784320	1786080	Dus dan moest je je fiets eerst...
1786080	1787700	om een hoekje gaan zetten.
1788500	1789520	En dan...
1789520	1791580	naar de voordeur van de school...
1791580	1792400	gaan aankloppen.
1793080	1794220	Klop, klop, klop.
1794640	1796160	En dan kwam er een conciërge aan.
1796840	1798580	Hm, oh, oh, ja.
