start	end	text
323860	326000	Dan pak je een heel klein scherfje.
326600	329400	Dan stop je dat in die opening van dat touwtje.
329880	330780	Touwtje dicht.
331280	332100	Strak trekken.
333040	334180	Eindje verder weer open.
334700	335540	Weer een glas scherf.
336020	336920	Dwars erin.
337540	339740	Dus dan in dat vliegertouw.
340540	341740	Zonder allemaal dwars.
343060	346400	Daarop allemaal stukjes glas.
347500	348680	Hij zei, dat werkt goed.
349060	351700	Nou, en dat werkte inderdaad goed.
351700	358420	In de eerste dag, geloof ik, had ik al drie vijanden verslagen.
359540	361700	Ja, en toen ging mijn eigen vlieger kapot.
362580	364300	Maar ik was tenminste trots.
364780	366340	Ik had wraak genomen.
367160	369960	En voortaan geen mooie vliegers meer maken.
370440	373040	Want dat helpt niet in Indië, op het Bacassar.
374680	378440	Die tuinjongen was wel iets heel bijzonders.
378580	379600	Want die herinner ik me nog goed.
379600	381680	Ik vond hem een reuze leuke vent.
381700	383700	Hij kwam zo uit de binnenlanden.
384980	388060	Hij had eigenlijk nog nooit echt met Europeanen te zien gekregen.
388760	390000	Hij liep gewoon langs de deuren.
390560	392740	En vroeg aan alle mensen of hij werk kon krijgen.
393340	395440	Nou ja, mijn moeder zei, hier heb je de tuin.
396120	397160	Die is groot genoeg.
399180	401160	En mijn vader was natuurlijk altijd weg.
401960	403840	En hij mocht ook voor de tuin zorgen.
404620	405860	En het was een leuke jongen.
406460	407860	En hij deed van alles.
407860	408840	Niet alleen dat.
409240	411400	Maar als er geveegd moest worden.
411400	412400	Dan deed hij de tuin.
412400	413400	Hup, dat deed hij ook.
413400	414400	En niet alleen de tuin.
414400	415400	Maar ook op de stoep.
415400	416400	En half in het huis.
416400	425400	En ach, in het begin, dat heb ik later pas gehoord, in zijn eigen dorp heerst een soort
425400	426400	communisme.
426400	430400	Iedereen deelt alles met iedereen.
430400	434400	Dus er was er nooit eentje die schatrijk was.
434400	439400	Had jij eten, had je gejaagd, had je iets moois gevonden, dan werd dat verdeeld met
439400	440400	je vriendjes en je buren.
440400	441400	Dat was het.
441400	442400	Enzovoort.
442400	444400	Nou, deze jongen kwam bij ons.
444400	448400	En als hij thee wilde hebben, dan liep hij gewoon naar de keuken.
448400	452400	Hij had al gauw in de gaten hoe je daar dat vuur moest aanmaken.
452400	454400	En dan zette hij thee voor zichzelf.
454400	456400	En dan deed hij een beetje suiker in.
456400	459400	Nou ja, mijn moeder keek een beetje vreemd op.
459400	460400	Dat hij dat zomaar deed.
460400	462400	Maar het was verder...
462400	464400	Nee, hij nam niet meer dan nodig was.
464400	466400	Nou ja, wat kun je dan eigenlijk nog meer?
466400	468400	En in de tuin werkte hij hard.
468400	469400	Dat was een...
469400	470400	En ik vond hem geweldig.
470400	477400	Toen hij voor de tweede maand, geloof ik, bij ons in dienst was, of in de derde maand,
477400	478400	dat weet ik niet meer.
478400	480400	Daar had hij zoveel geld gespaard.
480400	483400	Hij had een fiets gekocht.
483400	485400	Een Japanse fiets.
485400	487400	Heel goedkoop natuurlijk.
487400	490400	Het rammelde er bijna van af.
490400	491400	Maar hij had een fiets.
491400	493400	En ik vond het prachtig.
493400	495400	Hij had bijvoorbeeld een lamp erop.
495400	497400	Een carbidlamp.
497400	499400	Dat kennen we tegenwoordig niet meer.
499400	502400	Maar dat was eigenlijk...
502400	504400	Daar moest je water in doen.
504400	506400	En dat ging niet branden.
506400	508400	Dat wil zeggen...
508400	510400	Zo'n lamp bestond daar.
510400	512400	Maar als ik me goed herinner...
512400	514400	Hij had een klein keteltje.
514400	516400	Daar moest je water in doen.
516400	520400	Daaronder lag een laag zwart...
520400	523400	Als ik me goed herinner, een zwarte poeder.
523400	525400	Dat was carbid.
525400	527400	En als daar een druppeltje water op kwam...
527400	529400	Vloog de vonker in.
529400	531400	En die gaf dan licht af.
531400	533400	Dus...
533400	535400	Water in dat tankje...
535400	537400	Moest je heel voorzichtig afstellen.
537400	539400	Telkens een druppeltje.
539400	541400	Druppeltje, druppeltje.
541400	543400	Maar niet te vlug.
543400	545400	En dan ging dat carbid eronder branden.
545400	547400	En dat gaf een hoop veel licht.
547400	551400	Nou, dan kan een koplamp van een auto nog niet eens tegenop.
551400	553400	Nou...
553400	555400	Dus zulke dingen vond ik geweldig.
555400	557400	Wat hij allemaal deed.
557400	559400	Maar mijn moeder was minder tevreden.
559400	561400	Want hij...
561400	563400	Hij leende...
563400	565400	Van alles uit de keuken wat hij nodig had.
565400	567400	In het begin...
567400	569400	Heel bescheiden.
569400	571400	Een lepeltje suiker of zo.
571400	573400	Maar later...
573400	575400	Bleek hij toch...
575400	577400	Een compleet pak suiker.
577400	579400	En die heeft hij dan de markt gebracht.
579400	581400	Heeft hij verkocht.
581400	583400	Hij heeft kennelijk geleerd...
583400	585400	Dat als je zwanker bent...
585400	587400	Dan moet je handel drijven.
587400	589400	Alles heeft zijn geld waard.
589400	591400	Nou, moest je niet bij mijn moeder zijn.
591400	593400	Weg was hij.
593400	595400	Ik was de liep teleurgesteld hoor.
595400	597400	Want het was een leuke vent.
597400	599400	Ik heb veel van hem...
599400	601400	Nou, weer niet geleerd.
601400	603400	Maar in ieder geval...
603400	605400	Het zal wel wat praten zijn geweest.
605400	607400	Ja...
607400	609400	Wat deden we daar nog meer?
609400	611400	In de zomer gingen we met vakantie.
611400	613400	Ja, in de zomer.
613400	615400	Ja, inderdaad.
615400	617400	Wanneer het in Nederland zomer is...
617400	619400	Dan is het daar in Indonesië...
619400	621400	Extra warm.
621400	623400	Dus dat noemen ze ook maar zomer.
623400	625400	Dus dan gingen we naar de bergen toe.
625400	627400	Kijk...
627400	629400	Nou, de naam ben ik even vergeten.
629400	631400	Later is het een...
631400	633400	Beroemde plaatsje geworden.
633400	635400	Korte tijd.
635400	637400	Want daar werden vredesonderhandelingen...
637400	639400	Na de oorlog tussen Nederland en Indonesië...
639400	641400	Gevoerd.
641400	643400	Malino geloof ik dat het plaatsje heette.
643400	645400	Maar goed, dat weet ik niet.
645400	647400	Moet ik nog eens nazoeken.
647400	649400	Daar hebben we...
649400	651400	Gewandeld.
651400	653400	Vakantie doorgebracht.
653400	655400	Maar daar herinner ik me eigenlijk niet zo...
655400	657400	Zo erg veel van.
657400	659400	Maar ja, mijn vader werd overge...
659400	661400	Mijn vader werd...
661400	663400	Overgeplaatst.
663400	665400	Nou, hij kreeg een andere lijn.
665400	667400	Hij werd naar...
667400	669400	Hij kreeg een andere rang.
669400	671400	Hij werd kapitein.
671400	673400	Maar later heb ik gehoord...
673400	675400	Nee, hij bleef stuurman.
675400	677400	Met het salaris van een stuurman.
677400	679400	Maar hij was wel de enige...
679400	681400	Met de eerste rang.
681400	683400	En dat is dus de kapitein.
683400	685400	Dus iedereen noemde hem ook kapitein.
685400	687400	Terwijl hij dat eigenlijk niet was.
687400	689400	Mijn vader zei altijd...
689400	691400	Nou, ze hebben een goedkope kapitein hier.
691400	693400	Met het salaris van een stuurman.
693400	695400	Maar goed, dat...
695400	697400	Wij die spotten het hoor.
697400	699400	Want zo klageren was hij niet.
699400	701400	Hij voer...
701400	703400	Nou geloof ik...
703400	705400	Twee, drie dagen weg.
705400	707400	Van Batavia richting Borneo.
707400	709400	Makassar. Nee, Pontianak.
709400	711400	En dan kwam hij twee, drie...
711400	713400	Eén dag daarginds laden en lossen.
713400	715400	Van de lading.
715400	717400	En dan kwam hij terug naar huis.
717400	719400	En dan hadden wij hem...
719400	721400	Het weekend bijna altijd thuis.
721400	723400	Dat was ook de tijd...
723400	725400	Dat ik mijn huiswerk...
725400	727400	Heel goed maakte.
727400	729400	Hij...
729400	731400	Hij heeft wel nog eens een keertje...
731400	733400	Een vreemde vraag gesteld.
733400	735400	In Makassar was ik gewoon op een Europese...
735400	737400	Lagere school.
737400	739400	Van de gemeente.
739400	741400	Maar nu was ik...
741400	743400	Op een christelijke lagere school.
743400	745400	En toen heeft mijn vader...
745400	747400	Een beetje gemeen gevraagd...
747400	749400	Wat is nou het verschil...
749400	751400	Tussen jouw vorige en deze?
751400	753400	In theorie is een groot...
753400	755400	Verschil natuurlijk tussen...
755400	757400	Een openbare...
757400	759400	En iedereen.
759400	761400	Wat je ook bent.
761400	763400	Alle heidenen komen er.
763400	765400	Wat je ook bent.
765400	767400	Geeft niks.
767400	769400	Maar op een christelijke school...
769400	771400	Ja, daar kwam de dominee wel eens.
771400	773400	En daar werd ooit de Bijbel voor gelezen.
773400	775400	Maar wat was nou het verschil?
775400	777400	Ik zei nou ja...
777400	779400	Je hebt die christelijke school...
779400	781400	Begonnen ze s'morgens...
781400	783400	Met een verhaal.
783400	785400	En op de openbare school...
785400	787400	Was je niet altijd...
787400	789400	Aan het einde van de dag.
789400	791400	Het verschil was dus...
791400	793400	Op de christelijke school kreeg ik Bijbellessen.
793400	795400	Direct de eerste uur.
795400	797400	Er werd uit de Bijbel verteld.
797400	799400	En als die man het mooi kon vertellen...
799400	801400	Dan was het natuurlijk wel interessant.
801400	803400	Als hij het niet zo mooi kon vertellen...
803400	805400	Dan had je pech gehad.
805400	807400	Er werd een beetje gezongen.
807400	809400	Christelijke liederen.
809400	811400	Maar op de openbare school...
811400	813400	Ach, daar had ik een onderwijzer.
813400	815400	Die kon nog aardig vertellen.
815400	817400	Op die dag zei hij...
817400	819400	We hebben nog 20 minuten.
819400	821400	Dat verhaal heb ik nog niet uitverteld.
821400	823400	En dan ging hij wat verder vertellen.
823400	825400	Dus mijn idee...
825400	827400	Was een christelijke school...
827400	829400	Begint met een verhaal.
829400	831400	En de openbare school...
831400	833400	Die eindigt met een verhaal.
833400	835400	Nou, dat was dus...
835400	837400	In Batavia.
837400	839400	Ik moet daar...
839400	841400	Toch wel een beetje...
841400	843400	Een vervelende jongen zijn geweest.
843400	845400	Voor mijn moeder.
845400	847400	Ja.
847400	849400	Je wordt 10, 11 jaar.
849400	851400	En dan ga je denken dat je alles kunt.
851400	853400	En mijn vader was vaak weg.
853400	855400	Dus hij zei eens een keertje...
855400	857400	Jij mag met me mee.
857400	859400	Met de bootreis in de vakantie.
859400	861400	Mocht ik mee naar Makassar.
861400	863400	En dat is een hele rare ervaring.
863400	865400	Ten eerste was het natuurlijk leuk.
865400	867400	Zo'n grote boot.
867400	869400	Later was het eigenlijk...
869400	871400	Het kleinste stoomschip...
871400	873400	Wat je maar kunt bedenken.
873400	875400	Want hij moest op een rivier kunnen varen.
875400	877400	Hij voer daarmee.
877400	879400	Vanuit Batavia.
879400	881400	Daar hebben we een normale haven.
881400	883400	Naar Makassd.
883400	885400	Naar de rivier de Kapuas.
885400	887400	Dat is een...
887400	889400	Onbekende rivier.
889400	891400	Maar hij is twee keer zo breed...
891400	893400	Als de Rijn.
893400	895400	Nou, dat was aan het begin...
895400	897400	Heb je nog niet eens in de gaten...
897400	899400	Dat je op een rivier...
899400	901400	Aan het varen was.
901400	903400	Je kon het alleen aan het schuim zien...
903400	905400	Van de boeggolf.
905400	907400	En...
907400	909400	Je zag natuurlijk ook een heleboel vuil aankomen.
909400	911400	Bomen, bladeren, takken...
911400	913400	Enzovoort.
913400	915400	En dan ging je de boot opvaren.
915400	917400	De rivier opvaren.
917400	919400	De Kapuas.
919400	921400	Ik weet niet hoeveel kilometer.
921400	923400	Maar dat was een hele brede rivier.
923400	925400	Echt, toen ik later...
925400	927400	Ik had al over de Rijn gehoord.
927400	929400	Toen ik de Rijn zag.
929400	931400	Een groepje.
931400	933400	In mijn herinnering.
933400	935400	Een leuk, grappig ding was ook...
935400	937400	Natuurlijk...
937400	939400	In deze landen...
939400	941400	Was er ook veel bijgeloof.
941400	943400	Men was of nog helemaal...
943400	945400	In het oude geloof...
945400	947400	In geesten...
947400	949400	En gevaarlijke dingen...
949400	951400	Die achter je in de grond zitten.
951400	953400	En weet ik wat allemaal.
953400	955400	En een deel van de mensen was...
955400	957400	Islamitisch.
957400	959400	Die aan de kust woonden.
959400	961400	En ja, er waren ook wel christenen.
961400	963400	Want sommige zendelingen...
963400	965400	Of missionarissen...
965400	967400	Die gingen zomaar daar...
967400	969400	In het midden van Borneo.
969400	971400	En dan probeerden ze een schooltje te stichten.
971400	973400	Of een ziekenhuisje te stichten.
973400	975400	Om de mensen een beetje...
975400	977400	Hygiëne bij te brengen.
977400	979400	Maar dan moest je varen.
979400	981400	Oh ja.
981400	983400	En toen hadden de mensen het geloof...
983400	985400	Als je ziek bent...
985400	987400	Dan is je geest weg.
987400	989400	Dan is je geest weg.
989400	991400	Dus wat moet je doen...
991400	993400	Als je je ziek voelt?
993400	995400	Dan moet je geest teruggeroepen worden.
995400	997400	Maar je hebt ook...
997400	999400	Boze geesten.
999400	1001400	Die wilde je juist wel graag kwijt.
1001400	1003400	Je eigen geest wilde je hebben.
1003400	1005400	Maar de boze geest...
1005400	1007400	Die moest weg.
1007400	1009400	Daar hadden ze een maniertje op.
1009400	1011400	Dan staan ze...
1011400	1013400	Met een kano...
1013400	1015400	Ergens verstopt in het bos.
1015400	1017400	Aan de kant van de rivier.
1017400	1019400	Daar komt een schip van mijn vader af.
1019400	1021400	En dan beginnen ze ineens...
1021400	1023400	Te roeien vlak voor de neus van...
1023400	1025400	Mijn vader wist dat.
1025400	1027400	Die wist dus.
1027400	1029400	En de stuurman wist het.
1029400	1031400	Goed opletten dat er geen gekke dingen gebeuren.
1031400	1033400	Want anders vaar je er gewoon overheen.
1033400	1035400	En dan...
1035400	1037400	Voeren ze vlak voor het schip...
1037400	1039400	Langs.
1039400	1041400	Met een kano.
1041400	1043400	Peddelen, peddelen, peddelen...
1043400	1045400	Aan de kant.
1045400	1047400	En waarom ze dat deden?
1047400	1049400	De geest, de kwade geest...
1049400	1051400	Vliegt achter...
1051400	1053400	De mensen achterna.
1053400	1055400	Als je nou vlak voor zo'n schip...
1055400	1057400	Over kunt steken...
1057400	1059400	Dan botsen die kwade geesten...
1059400	1061400	Tegen dat grote schip op.
1061400	1063400	En dan ben je ze kwijt.
1063400	1065400	Dan ben je daarna weer helemaal gezond en lekker.
1065400	1067400	Nou ja, ik weet niet of het waar is.
1067400	1069400	Maar in ieder geval...
1069400	1071400	Ik heb het een paar keer gezien.
1071400	1073400	Nou dat was wel even spannend hoor.
1073400	1075400	Dat poosje ging je natuurlijk de hele tijd kijken.
1075400	1077400	Maar dat houd je niet volop hoor.
1077400	1079400	In Makassar...
1079400	1081400	Ja, was een klein plaatsje.
1081400	1083400	En die had...
1083400	1085400	Ja, je had nog altijd echt maar vloed.
1085400	1087400	Het was al een heel eind de rivier op hoor.
1087400	1089400	Echt echt wel...
1089400	1091400	Tien, twintig kilometer, dat weet ik niet meer.
1091400	1093400	Maar toch een flink eind de rivier op.
1093400	1095400	Maar je had nog steeds...
1095400	1097400	Vloed en eb.
1097400	1099400	En wat gebeurde er met Makassar?
1099400	1101400	Alle huizen stonden op palen.
1101400	1103400	Oh.
1103400	1105400	Kan.
1105400	1107400	Maar elke dag, twee keer op een dag...
1107400	1109400	Stond alles onder water.
1109400	1111400	Ik hoefde daar natuurlijk...
1111400	1113400	Niet naar school te gaan.
1113400	1115400	Maar ik weet wel wat de kinderen vertellen.
1115400	1117400	Nee, ze hoefden niet altijd op hetzelfde uur...
1117400	1119400	Op school te zijn.
1119400	1121400	Dat hing van de eb en vloed af.
1121400	1123400	Als het eb was, dan was het droog.
1123400	1125400	En dan kon iedereen naar school toe gaan.
1125400	1127400	En dan tijdens de schooltijd...
1127400	1129400	Liep alles onder water.
1129400	1131400	En na schooltijd, dan was het weer droog.
1131400	1133400	En dan kon je naar huis toe.
1133400	1135400	Maar...
1135400	1137400	Eén groot voordeel was wel...
1137400	1139400	De stad werd elke dag twee keer...
1139400	1141400	Helemaal schoongespoeld.
1141400	1143400	Alle vuil...
1143400	1145400	Iedereen gooide alles maar uit de ramen weg.
1145400	1147400	Je had geen vuilnis, die heb je niet nodig.
1147400	1149400	Je gooit gewoon naar buiten.
1149400	1151400	En de volgende dag was...
1151400	1153400	Alles weer weg.
1153400	1155400	En schoon.
1155400	1157400	Nou, het is een raar iets hoor.
1157400	1159400	Want het doet toch vreemd aan...
1159400	1161400	Dat je in één moment...
1161400	1163400	En de volgende...
1163400	1165400	En dan hebben ze vaak nog een klein steigertje.
1165400	1167400	Zodat ze...
1167400	1169400	Anders waren ze maar één uur...
1169400	1171400	Of twee uur open.
1171400	1173400	Maar met dat kleine steigertje...
1173400	1175400	Zo langs de huizen kon je net ook een beetje...
1175400	1177400	Later of een beetje eerder...
1177400	1179400	Je boodschappen doen.
1179400	1181400	Dat is wat ik van Macassar herinner.
1181400	1183400	Of het allemaal...
1183400	1185400	Helemaal klopt, dat weet ik niet.
1185400	1187400	Ik heb het later nooit kunnen terugvinden...
1187400	1189400	In iemand anders herinneringen.
1189400	1191400	Maar ik moest wel...
1191400	1193400	Toch iedere keer...
1193400	1195400	Na de vakantie...
1195400	1197400	Mocht ik weer naar huis natuurlijk.
1197400	1199400	En dat viel altijd weer tegen.
1199400	1201400	En ik moet toen lastig zijn geweest.
1201400	1203400	Ik weet er niks van hoor.
1203400	1205400	Ik heb mezelf nooit erg lastig gevonden.
1205400	1207400	Maar...
1207400	1209400	Mijn moeder had toch wel ruzie met mij.
1209400	1211400	Vooral schoonmaken van mijn kamer.
1211400	1213400	Nou was het ook een beetje gemeen.
1213400	1215400	Ik was al een beetje geïnteresseerd in insecten.
1215400	1217400	En...
1217400	1219400	Dan heb je natuurlijk wespen.
1219400	1221400	Die kunnen een open nest maken.
1221400	1223400	Wel met eitjes.
1223400	1225400	Met raten.
1225400	1227400	Heel klein.
1227400	1229400	Zo'n bijenraad, maar heel klein.
1229400	1231400	Zo'n centimeter of vijf.
1231400	1233400	Of acht of tien.
1233400	1235400	Wel gelig een beetje.
1235400	1237400	Dat herinner ik me wel.
1237400	1239400	En die hing ik aan mijn lamp.
1239400	1241400	In de kamer.
1241400	1243400	En dan moest de raam daar buiten.
1243400	1245400	Oh ja, dat was...
1245400	1247400	In Indië was dat heel gewoon.
1247400	1249400	Dan had je die afgesloten.
1249400	1251400	Met een soort hor.
1251400	1253400	Wat we zeggen met gaas.
1253400	1255400	Maar dan had ik in het midden.
1255400	1257400	Daar kon je je hand in steken.
1257400	1259400	Dat zat open.
1259400	1261400	En dan kwam er zo'n wesp.
1261400	1263400	Die had daar zijn nestje.
1263400	1265400	En die vloog dan door dat gat naar buiten toe.
1265400	1267400	Dat waren...
1267400	1269400	Vleeseters.
1269400	1271400	Die vraten het vlees van vliegen en dergelijke op.
1271400	1273400	En gaven het spuug door.
1273400	1275400	Aan hun jongen.
1275400	1277400	Nou.
1277400	1279400	Die had ik in mijn slaapkamer zitten.
1279400	1281400	Dus wie daar binnenkwam.
1281400	1283400	Die moest wel een beetje voorzicht.
1283400	1285400	Ik heb er nooit last van gehad.
1285400	1287400	Dat herinner ik me niet.
1287400	1289400	Ze hebben mij nooit gestoken.
1289400	1291400	Maar iedereen was natuurlijk wel benauwd.
1291400	1293400	Om daar twee, drie, vier, vijf van die wespen te zien.
1293400	1295400	Die daar zomaar even onder de lamp hingen.
1295400	1297400	En daar kreeg ik met mijn moeder ruzie voor.
1297400	1299400	Want die kamer moest wel eens een keertje opgeruimd worden.
1299400	1301400	Ja.
1301400	1303400	Nou ja, dat kan niet zeg.
1303400	1305400	Dat kan niet.
1305400	1307400	Ik kan die wespen toch niet weg doen.
1307400	1309400	Dus het was eeuwig en altijd een robbel.
1309400	1311400	En daar kregen we ruzie over.
1311400	1313400	En mijn vader was het al lang zat.
1313400	1315400	En die zei dus op een goeie dag.
1315400	1317400	Ja.
1317400	1319400	Dan zullen we maar een andere oplossing zoeken.
1319400	1321400	En.
1321400	1323400	Ik moest.
1323400	1325400	In de kost.
1325400	1327400	Bij een strenge meneer.
1327400	1329400	Die op mijn huis werkte.
1329400	1331400	Want mijn huiswerk was ook niet zo best.
1331400	1333400	En zo kwam ik daar.
1333400	1335400	Moest ik.
1335400	1337400	Naar een kost.
1337400	1339400	Naar een school gaan.
1339400	1341400	Dat kwam dat in Indië wel meer voor hoor.
1341400	1343400	Vooral met ouders, met kinderen.
1343400	1345400	Die op een plantage werkten.
1345400	1347400	Dat had je natuurlijk echt niet overal.
1347400	1349400	In een of andere Hollandse school.
1349400	1351400	En dan.
1351400	1353400	Ja.
1353400	1355400	Dan was er altijd wel ergens een familie.
1355400	1357400	En dat was die familie waar ik kwam ook.
1357400	1359400	Die hadden zo.
1359400	1361400	Ik weet niet.
1361400	1363400	Zes, zeven, acht.
1363400	1365400	Jongens en twee meisjes.
1365400	1367400	In de kost.
1367400	1369400	En.
1369400	1371400	Nou.
1371400	1373400	Die gingen dus op een Hollandse school.
1373400	1375400	In Sukkabumi.
1375400	1377400	Maar de ouders die woonden dan ergens anders.
1377400	1379400	In de plantages.
1379400	1381400	Ver van de stad vandaan.
1381400	1383400	En ik kwam uit Batavia.
1383400	1385400	Want ze zeiden in de bergen kun je beter leren.
1385400	1387400	In Batavia is alles vochtig.
1387400	1389400	En nat.
1389400	1391400	En warm.
1391400	1393400	Dat kun je niet zo goed leren.
1393400	1395400	Maar goed.
1395400	1397400	Dat wist ik toen ook niet.
1397400	1399400	Want dan zeggen ze.
1399400	1401400	Ach het is te warm om je huiswerk te maken.
1401400	1403400	Ja ja.
1403400	1405400	Dat is makkelijk gezegd.
1405400	1407400	Dus ik kwam in een kosthuis.
1407400	1409400	Ja het was wel lastig hoor.
1409400	1411400	Want die baas van het kosthuis.
1411400	1413400	Ik weet.
1413400	1415400	Ik ben zijn naam kwijt.
1415400	1417400	Echt kwijt.
1417400	1419400	Ik geloof niet dat ik ze nog meer te binnen zal schieten.
1419400	1421400	Het was wel een leuk huis.
1421400	1423400	Ze hadden dus katten die er rond liepen.
1423400	1425400	Hun taak was natuurlijk.
1425400	1427400	Om te zorgen dat er geen muizen en dergelijke.
1427400	1429400	Binnen in huis kwamen.
1429400	1431400	Want die had je natuurlijk bij overvloed.
1431400	1433400	Van dat kleine ongedier.
1433400	1435400	Wat wij dan ongedier te noemen.
1435400	1437400	Maar dat had ik wel.
1437400	1439400	Dat vond ik toch wel leuk en grappig.
1439400	1441400	Alleen moet je een beetje opletten.
1441400	1443400	Bij het hardlopen.
1443400	1445400	Want dan trapte je al gauw op een van die.
1445400	1447400	Van die jongen van die katten.
1447400	1449400	Wat zielig.
1449400	1451400	Wat zielig.
1451400	1453400	En zo.
1453400	1455400	Dat deden we allemaal heen netjes.
1455400	1457400	Maar huiswerk.
1457400	1459400	Als ik op school.
1459400	1461400	Had die man afgesproken met het onderwijzer.
1461400	1463400	Als die jongen daar.
1463400	1465400	Dentoom die komt bij mij vandaan.
1465400	1467400	Als die een onvoldoende heeft.
